Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,Q4_2015,Q1_2016,Q2_2016,Q3_2016,Q4_2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1167,,,,,,,-0.0798,
,,,,0.3129,,,-0.2883,,,,,,-0.4034,,,,,,,,,,,0.2963,,,-0.0323,0.1333,,,,,,,0.0443
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.4113,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0412,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.1486,,,,,,,,,,,,,,,,,,,,0.1045,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1679,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-0.1034,,,,,,,,,,,,0.1217,,,,-0.1617,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,-0.186,,,,,,,0.0769,,,,,,0.4275,,,,,,,,-0.2047
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.1111,,,,0.5806,,-0.1667,,,,,,,,,,,,,,,,,
,,,-0.1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.0746,,,,,-0.1262,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,-0.1246,,,,-0.06,,,,-0.0811,,0.1129,,,,,-0.4,0.1923,,,,-0.0981,,,,-0.0984
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0256,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3137,,,,,,,0.1058
,,,,,,,,,,,,,,,0.1772,,,,0.1158,,,,,,,0.0122,,,,,,0.1622,,,
,,,,,,,,,,,,,,,,,0.2755,,,,,,,,,,,,,,,0.2727,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-0.1714,,,,0.037,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.163,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0341,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,,0.6838
,,,,,,,,,,,-0.145,,,,,,,,,,,,,,,,,,,,0.2791,0.0909,,,
,,,,,,,,,,,,,,,,-0.3325,,,,,,,,,,,,,-0.1882,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.4159,,,,,,,,0.0319,,,,,,,,,,,,,,,
,,,,,,,,,,,0.1579,,,,,,,-0.3836,0.0444,,,0.2,,,,0.1917,,,,,-0.0368,,,-0.1269,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0473,,,,0.4037,,-0.1947
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4211,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1614,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,-0.1111,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,-0.0159,-0.2339,,,,-0.0145,,,0.2828,-0.2419,-0.0496,0.1194,,,-0.1089,0.0963,,,,,,,-0.2531,-0.0347,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,-0.3367,0.1357,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.4435,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0291,,-0.121,-0.344,0.035,,0.0417,0.7867,0.0821,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0042,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0545,,0.1638,,-0.1805,-0.0092,,
,,,,,,,,,,,,,,-0.2549,,,,,,,0.5224,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.1855,,,,-0.2208,,,,0.0389,,0.0309,,0.3636,,-0.1649,,0.2273,,0.1214,,,,,,,,,,-0.03,,,,0.0161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1714
,,,,,,0.7531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.1485,-0.1379,,,,,,,,,,,0.0085,,0.704,,,0.0149,,-0.0809,,,-0.0513,,,,0.0458,0.0082,,
-0.2826,,,,,0.6837,,,,,,,,,,,,-0.3234,-0.0692,,,0.0289,,,,,,,0.1613,,,,,,,
,,,,,,,,,,,,,-0.0226,,,,-0.0057,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.25,,-0.1796,,,,,,-0.084,,,,,,,,0.2737,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.0192,,,,-0.363,,,,,,,,,,,,,,,
,,,,,,,,,-0.1803,,,-0.0537,,,-0.0789,,0.0137,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
