Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,Q4_2015,Q1_2016,Q2_2016,Q3_2016,Q4_2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.07,,-0.1793,,1.1053,0.5313,-0.0612,,-0.1742,0.0156,-0.1231,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.2,,-0.0405,0.2958,0.5543,-0.0909,,,-0.031,,,,-0.0897,,,,-0.0137,,,
,0.0556,-0.0451,-0.2126,0.5,0.9111,0.2209,-0.2762,,-0.2857,0.04,,-0.1176,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0,,,
,,,,,,,,,,,,,,,,,,-0.2167,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,0,0,-0.0877,,,-0.0352,0.0942,-0.0417,0.0145,-0.1029,,0.0843,-0.0222,-0.233,,,,,,,,,,,,,,0.3073,-0.0385,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.0313,-0.0054,-0.1676,,-0.2167,0.1489,0.1333,,,0.0926,,,,-0.0155,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,-0.0758,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,,,,,,,,,0.1032,,,,0.371,,,0.162,0.4381,,-0.0227,
,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,-0.0357,,,,,,0.8182,0.01,0.231,,-0.1007,0.2545,,,-0.1293,,0.3535,0.1194,0.5333,,-0.1105,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.0307,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,-0.1143,-0.2581,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0263,,,,,,0.1579,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.2037,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,,0,0,0,
,,,,,,,,,,0.1101,,-0.2,,,0.2727,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.28,,,-0.1806,,,,0.1392,,,,,,,,,,,,0.3871,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,-0.4118,,,,-0.0811,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0549,,,,0.0105,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0556,,,,,
,,,,,,,,,,,,,,-0.0521,0.1648,,0.0313,0.053,,,-0.0378,0.1573,,,,-0.0071,,,,-0.0304,,,,,
,,-0.5586,,,,,0.0068,,-0.2593,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,,0,0,-0.0111,0.0135,0.3889,-0.056,0.4915,0.2273,0.213,-0.2939,-0.2216,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.4475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,0,,,,,,,,,,0.9753,,,,0.2593,-0.1422,0.1086,,-0.1323,0.009,0.7022,,,-0.1142,0.3086,,0.0515,0.1438,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2637,0.0887,,,1.1029,0.6168,,,0.1779,-0.0851,,,-0.185,0.1243,,,0.2143,-0.0441,,,,0.1579,,,,0.0833,,,,-0.1589,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.4281,0.0055,-0.4049,,0.5509,,-0.0313,0.1065,,-0.1371,,,,,,,,,,0.25,,,0.1007,0.3072,,-0.0889,,-0.0465,,-0.0756,,,,0.1375,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.4604,,,,,,-0.0116,,-0.0591,0.0209,,,,,,,0.4262,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.2632,,,,0.1652,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,,,,,,,,,,,,,,,0.0085,,,0,0.075,,,0.0381,,,0.0196,-0.0192,,,,,0.0345,
,,,,,,0,0,0.0974,-0.007,,,,0.0778,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.3032,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,0,,,,-0.2982,,,,-0.278,,0.0116,,0.3084,,,,0.758,,,,-0.09,,,,-0.1242,,,,-0.0811,,,
