Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,Q4_2015,Q1_2016,Q2_2016,Q3_2016,Q4_2016
,,,,,,0,,,,,0,0,,,,-0.2657,,,0.4931,-0.314,0.0237,-0.0066,,-0.162,0.0855,0.1096,,,,,,,-0.2941,0.0704,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,-0.0393,-0.0682,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1538,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.3407,,-0.4179,-0.1538,0.1364,,0.1467,0.6744,0.1458,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.082,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0926,,0.2743,,-0.1769,-0.0561,,
,,,,,,,,,,0,,,,-0.265,,,,,,,-0.3973,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.0685,,,,-0.05,,,,0,,0.1333,,0.2083,,-0.0164,,0.0183,,0.0274,,0.051,,,,,,,,0.0204,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.5313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,-0.0364,-0.0472,,,,,,,,,,,-0.0405,,0.5543,,,-0.0227,-0.031,-0.024,,,-0.0897,,,,-0.0137,0.0139,,
-0.3064,,,,,0.9111,,,,,,,,,,,,-0.2319,-0.1195,,,-0.0757,,,,,,,0.0126,,,,,,,
,,,,,,,,,,,,,0.2692,,,,0.0117,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.1146,,-0.2897,,,,,,0.0088,,,,,,,,-0.0084,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.6719,,-0.1316,,0.0408,,,,,,,,,,,,,,,
,,,,,,,-0.0877,,-0.1683,,,-0.0417,,,0.0573,,-0.0222,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.362,,,,,,,,,,,-0.2083,,,,,,,,,-0.0351,,,,-0.0241,,,0.0253,,,,,,,
,,-0.3204,,0.8353,,,,,,,,,,,,,,,,0.0361,,,,,,,,,,,,,,,
-0.5057,,-0.2929,,,,,,,,-0.1835,,,,,,,,,,,,,,0.1228,,0.2346,,,,,,,,,
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2727,-0.2614,,,,,,
,,,,,,,,,,,,,,,,,,,0.32,0.8182,,,,,,,,,,,,0.5333,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0128,,,,
,,,,,,,,,,,,,,,,,,,,-0.1892,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.1538,,,,-0.2394,,0.1282,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.2473,,-0.2581,,,,,,,,,,,0.7054,-0.1818,,,,-0.0561,,,,0.2,,,
,,,,,,,,,,,-0.1604,-0.3596,-0.0351,,,,,,,,,,,,,,-0.2833,-0.1163,,,,0.9773,-0.2184,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4178,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.2037,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-0.2264,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0833,,,,0.2908,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.0102,,,,,,,,,,,,,
-0.28,0.4056,,,,,,,,-0.1129,,,,,,0,,,,,0.4341,,,0.4434,,,-0.0379,0.1614,,,,0.1602,,0.0605,,
,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3318,,-0.0521,,,0.3386,,,,,,,,0.0545,,,,,-0.0601,,,,,,-0.1209,,,-0.0681,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,-0.2286,,,,-0.146,,
,,,,,,,-0.0963,,,,,,,,,,,,,,,,,-0.1924,,,,,,0.1429,,-0.0728,,0.0031,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026,,,,,,,,
,,,,,,,0,,,,-0.0973,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0556,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0968,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.16,,,,0.0034,,-0.202,,,,-0.1139,,,,,,,,,,,-0.1774,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,0.9753,,,,,,,,,,,,,-0.1142,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0887,,,,0.6168,,,,,,,,0.1243,,0.2844,,,,,,,,,,,,,,,,0.235,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0055,,,,,,0.1065,,-0.1371,-0.1697,,,,-0.0079,0.04,,,,0.25,,,0.1007,0.3072,,,0.0488,-0.0465,,,-0.0192,,,0.1375,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,0.1645,-0.3158,,0,0.1065,0.2193,,-0.108,-0.2825,0.15,0.1957,-0.1818,0.1111,0.16,0.1767,0.011,-0.2355,0.4028,-0.0236,-0.1315,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,-0.0116,,,0.0209,-0.0667,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-0.1358,,0.0794,,,,,,,,,,,
,,0,,,,,-0.4245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.8364,,,0.2632,,,-0.0336,,,-0.0492,,,,,,0.0514,,,-0.1055,,,,-0.0646,,-0.0556,,,,,,0.1811,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
