Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,Q4_2015,Q1_2016,Q2_2016,Q3_2016,Q4_2016
,,,,,,,,,,,,,,,1.7179,,,,,,,,0.7222,,,,-0.0598,,,,,,,,
,,,,,,,,,,,,,,,,0.2294,,,0.04,,,,,,0.6561,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.1315,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-0.1015,,,0.2653,,,,,,,,,,,,
,,,,1.0317,,,,,,,,,,0.0357,0.1379,,,-0.05,,,,,,,,0.2871,,,,-0.198,,,,-0.2597,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,-0.0441,
,,,,,,,,,,,,-0.0617,,,,-0.0824,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-0.0855,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.0616,,0.0698,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2378,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0164,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.069,,,,,,,-0.1349,
,,,,1.5522,,,,,,,,,-0.3301,,,,,,,,,,,,,,-0.0217,0.1222,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.6906,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.0089,,,,,,,,,,,-0.0055,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.25,,,,,,,,,,,,,,,,,,,,0.029,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1168,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-0.1493,,,,,,,,,,,,0.1339,,,,0.2295,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.2203,,,,0.5714,,-0.2245,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,-0.1748,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,-0.1552,,,,0.0763,,,,-0.0279,,0.125,,,,,-0.0655,0.1215,,,,0.1518,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0238,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,
,,,,,,,,,,,,,,,0.3446,,,,-0.0755,,,,,,,0.1946,,,,,,-0.2041,,,
,,,,,,,,,,,,,,,,,0.115,,,,,,,,,,,,,,,0.2615,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.2344,,,,-0.02,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.2323,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1355,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2234,,
,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0.0357,0.0172,,,
,,,,,,,,,,,,,,,,-0.2464,,,,,,,,,,,,,-0.2052,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.4253,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.0707,,,,,,,-0.527,0.3429,,,0.6809,,,,0.036,,,,,-0.0294,,,-0.0726,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2143,,,,0.5429,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,-0.1547,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.0676,,0,0,,-0.3178,,-0.2657,,0.0473,0.4931,-0.314,0.0237,-0.0066,,-0.162,0.0855,0.1096,,,,,,,-0.2941,0.0704,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.0878,,,-0.0393,-0.0682,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1538,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.3407,,-0.4179,-0.1538,0.1364,,0.1467,0.6744,0.1458,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.082,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0926,,0.2743,,-0.1769,-0.0561,-0.1436,
,,,,,,,,,,0,,,,-0.265,,,,,,,-0.3973,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,,0.1333,,0.2083,,-0.0164,,0.0183,,0.0274,,0.051,,,,,,,,0.0204,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-0.0405,,0.5543,-0.0909,,-0.0227,-0.031,-0.024,,,-0.0897,,,,-0.0137,0.0139,,
,,,,,,,,,,,,,,,,,-0.2319,-0.1195,,,-0.0757,,,,,,,0.0126,,,,,,,
,,,,,,,,,,,,,,,,,0.0117,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.1146,,-0.2897,,,,,,,,,,,,,,-0.0084,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.6719,,-0.1316,,0.0408,,,,,,,,,,,,,,,
,,,,,,,,,-0.1683,,,-0.0417,,,0.0573,,-0.0222,,,,0.0139,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.2083,,,,,,,,,-0.0351,,,,-0.0241,,,0.0253,,,,,,,
,,,,0.8353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.1835,,,,,,,,,,,,,,,,0.2346,,,,,,,,,
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2727,-0.2614,,,,,,
,,,,,,,,,,,,,,,,,,,0.32,0.8182,,,,,,,,,,,,0.5333,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0128,,,,
,,,,,,,,,,,,,,,,,,,,-0.1892,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-0.2394,,0.1282,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.2473,,-0.2581,,,,,,,,,,,0.7054,-0.1818,,,,-0.0561,,,,0.2,,,
,,,,,,,,,,,,-0.3596,-0.0351,,,,,,,,,,,,,,-0.2833,-0.1163,,,,0.9773,-0.2184,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4178,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.2037,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-0.2264,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0833,,,,0.2908,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.0102,,,,,,,,,,,,,
,,,,,,,,,-0.1129,,,,,,0,,,,,0.4341,,,0.4434,,-0.1141,-0.0379,0.1614,,,,0.1602,,0.0605,,
,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.0545,-0.0259,,,,-0.0601,,,,,,-0.1209,,,-0.0681,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2286,,,,-0.146,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.1924,,,,,,0.1429,,-0.0728,,0.0031,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0556,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.202,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.9753,,,,,,,,,,,,,-0.1142,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.1243,,0.2844,,,,,,,,,,,,,,,,0.235,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.1371,-0.1697,,,,-0.0079,0.04,,,,0.25,,,0.1007,0.3072,,,0.0488,-0.0465,,,-0.0192,,,0.1375,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.3158,,0,,0.2193,,-0.108,-0.2825,0.15,0.1957,-0.1818,0.1111,0.16,0.1767,0.011,,0.4028,,-0.1315,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2947,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.0116,,,0.0209,-0.0667,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-0.1358,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.8364,,,,,,-0.0336,,,-0.0492,,,,,,0.0514,,,-0.1055,,,,-0.0646,,-0.0556,,,,,,0.1811,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.1673,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.278,,,,0.3084,,,,0.758,,,,,,,,-0.1242,,,,-0.0811,,,
,,,,,,,,,,,,,,,0.1379,,,,,,,,,,,,,0.0202,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703,,,
,,,,,,,,,,,-0.1064,,,,,,,,,,0.3333,0,,0.0734,0.1053,-0.0476,,-0.1546,,0.1759,,,0.0575,0.0489,
,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,0.2741,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.104,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.2733,,,,0.1538,,0.0685,,-0.1787,0.1345,0.1422,,,0,,,,0.2674,-0.0459,
,,,,,,,,,,,,,,,,,-0.2174,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.0678,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.106,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.232,,-0.3692,,,-0.4947,,,,,,,,-0.1765,,,,,0.6905,,,,-0.1126,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,-0.0119,,,0.524,0.0685,0.0577,,-0.0637,,0.0685,,-0.1437,-0.0201,0.0068,0.0612,0.0641,-0.012,0.0061,,0.3846,-0.1111,0.0268,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.6157,,,,,,0.0779,,,-0.0084,,,,,,,0.0179,,,,,,,,-0.5023,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,-0.0952,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3226,,,
,,,,1.3537,,,,,,,,,,,,,,,,,,,,,,,,0.0162,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.023,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0155,0.1145,,,,-0.2059,0.1111,,0.1948,,-0.0386,,,,-0.0061,,,,
,,,,,,,,,,,,-0.0873,,0.087,,,,,-0.0329,0.3351,,,,-0.1209,,,0.0217,,,,,,,-0.1122,
,,,,,,,,,,,,0.1148,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.1685,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1043,,,,
,,,,0.2826,,,,,,,,,,-0.235,,-0.0496,,,,,,,,,,,,,,,,,,0.3069,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.0923,,,,,,,,0.24,,0.1094,0.0986,-0.1154,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1915,,,,,,,,,,,,,,,,,,
