Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,Q4_2015,Q1_2016,Q2_2016,Q3_2016,Q4_2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1538,-0.0667,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0238,,,-0.1014,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,-0.1067,,,,,,,,,,,,0.45,,,0.3867,0.2853,,,,-0.0882,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-0.2619,,,,,0.2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,-0.0856,,0,,0.1538,0.64,-0.2683,0.3889,-0.212,0.2386,-0.1803,,-0.0909,0.025,0.1268,,0.2451,0.0762,-0.0413,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0256,,
,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,,,,,0,,,,-0.22,0.1538,0.2556,-0.0531,,0.1379,,,,,0.0076,,,-0.064,-0.0171,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.0725,,0.2339,,,-0.2424,,,0.2291,,,-0.005,,0.1243,,,,,,,,0.0563,0.1333,
,,,,,,,,,,,,,,,,,,,,0,,,,0.0234,,-0.4343,,,,,,0.1429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.4953,,,,0.0071,,,-0.1443,,,,0.0294,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,-0.1512,,,0.0641,,,,,,,,,,,,,,,0.1176,,,,
,,,,,,,,,,-0.1827,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.1626,,,,,,,,,,,,-0.1733,,,,-0.125,,,,0,,,,0,,
,,,,,,,,,,-0.1946,,,,-0.0288,,,-0.1351,0.1458,,,,0.1,,,,-0.0685,,,,0.3391,,,,0.1875,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.1875,,0.1757,,,,-0.1781,,,,,
,,,,,,,,,,,,,,,0.1429,,,,0.2338,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-0.1039,,,-0.2083,,,,,,,,,,
,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0,,,0,,,,,,,,,-0.082,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.0313,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.5472,0.0122,,,-0.0887,,,0.2269,,,,0.2038,-0.2045,-0.1606,,0.5682,-0.1014,-0.0484,0.0814,,,-0.061,,,0.212,,
,,,,,,,,,0.1534,,,-0.2359,,,,,0.1061,,,,,,,,-0.1885,,,-0.1026,,,,,-0.1488,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0551,,,,,,,,
,,,,0.2366,,,,0.1519,,,,,,,,,,,0.2267,,,,0.2983,,,0.0969,,,0.3659,,,,-0.0514,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0063,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.396,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.1048,,,,0.0519,,,,,,,,,,,0.0619,,0,,
,,,,,,,,0.0089,,,,,,,,,,,,,,,,,,,,,,,-0.1304,,,,
,,,,,,,,,-0.1,,,,,,-0.0693,,,,,,,,,,,,,,,,0.0345,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.0918,,-0.0051,0.0256,0.045,,,,,,,,,0.2487,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.2025,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0964,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.2198,,,,,-0.18,,,,,,,0.3448,,,-0.2037,,0.3111,,0.0455,,0.2105,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.048,,,,0.1129,,,,-0.0353,,,,0.1913,,,,0.1572,,,,,0.1635,,,-0.0695,,
,,,,,,,,,,-0.1641,,,0.3559,-0.15,,,0.0667,0.0625,,,0.0714,0.2083,,,-0.0056,-0.0625,,,-0.0064,-0.0323,,,-0.023,,
,,,,,,,,,,,,,,,,0.2931,,,,,,,,,,,,,,,,,0.0578,,
,,,,,,,,,,,,,-0.1282,,,0,-0.0375,,,,0,,,-0.0862,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1053,,,,,
,,,,,,,,-0.2759,,,,,,,,,,,,,,,,,,,0.061,,,,0.2258,,,,
,,,,,,,,,-0.3767,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0556,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1969,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0545,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0375,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0288,,
,,,,,,,,,,,,,,,,,,,-0.1304,,,,-0.0606,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,-0.275,,,-0.1085,,,,,,,0.0507,0.7325,,0.0938,,,,,,0.0345,,,0.078,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0489,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.1866,,,,,,,,,,,,,,,,,,,0.2134,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6269,
,,,,,,,,,-0.2929,-0.2626,,,,-0.0256,,,,-0.2059,,,,-0.0385,,,,0.3265,,,,-0.1391,,,,,
,,,,,,,,,,-0.0528,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.2268,0.3565,,-0.5178,-0.2558,,,,-0.411,-0.1151,,,-0.2778,,,,,0.6944,,,,0,,,,0.2222,,1.0536,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.2837,,,,,,,0.0135,,,,-0.0617,,,,,0.0759,,,-0.0732,0.0789,,,0,0.0366,
,,,,,,,,0.1827,1.0732,-0.3686,,,,0.3158,,,-0.0737,0.0455,,,0.0714,0.3238,,,-0.0377,-0.0588,,,-0.2263,-0.0068,,,0.0638,,
,,,,,,,,,-0.1706,,,,0.1077,,,,-0.0556,,,,-0.0109,,,,0.0667,,,,0,0,,,0.1159,,
,,,,,,,,,,,,,,,,,,,,-0.2222,,,,-0.2839,-0.0536,,,-0.0943,0.0542,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.254,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0222,,0.6867,,-0.0345,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.0763,,,,,,,0.3154,,-0.16,,,,0.0216,,,-0.1471,,,,
,,,,,,,,,,,,,,,,,,,,0.0236,-0.1,,,,,,,0.0813,,,,0.1176,,0.1166,
,,,,,,,,,,,,,,-0.2436,,,,0.2,,,,,,,-0.015,,,,,,,,,,
,,,,,,,,,,,,,0,-0.0608,,,,,,,0.1086,0.298,0.5094,,0.1581,0.1205,,,,-0.231,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1833,,,,,,,,0.2667,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-0.0654,,0.1538,,,,,,0.4201,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.3458,,,0.0274,,,,0.0127,,,-0.1379,0.68,,0.125,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.0247,,,,-0.0602,,,,0.0769,,,,-0.2098,,,,0.0625,-0.0147,,,0.2054,-0.0741,,-0.0827,0.0082,,
,,,,,,,,,,,,-0.0218,,,,,,-0.0608,,,,,,,,,,,,,,,,,
,,,,0.3214,,,,,,-0.2411,,-0.3256,,,,0.3077,,0.0714,,0.1554,,-0.027,,0.1607,,,0.0295,,,0.0269,0.0066,,,0.3805,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.0964,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.0611,,,,,,,,,,0.4634,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-0.3056,,0,,0.775,,,,,,,,,,-0.1087,0.0488,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.1271,,,,-0.0606,,,,0.1714,,,,0,,,,-0.3288,,,,0.0923,,,,-0.0986,,
,,,,,,,,,-0.2041,,,,,,,,,,,,,,,,,,,0.0133,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5366,-0.0952,,,,
,,,,,,,,,,,,,,,,,,,,,-0.2158,,,,0.0625,,,,,,,,,,
,,,,,,,,0.1127,,-0.2273,,,,,,,,,,,,,0.3651,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.039,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0185,,,,
,,,,,,,,,,,,,,,,,,0.2091,,,,,,-0.3226,,,,,,,,,,0.0067,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3636,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1667,,,
,,,,,,,,,,,,-0.2961,,-0.2734,,,,,,,,,,0.0738,,,,,-0.1951,,-0.2316,,,0.1084,
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-0.2925,,,,,,,
,,,,,,,,,,,,-0.4222,-0.1154,,,-0.0469,,,,-0.2436,,0,,,,-0.1714,,-0.0635,,0.0114,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3871,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,-0.375,0.2667,,,
,,,,,,,,,,,,,,,-0.3488,,,,,,,,0.6667,,,0,,,,0.1905,-0.02,,,,
,,,,,,,,,,,,,,,,0.1095,,-0.2895,,,-0.2303,,,,,,,,-0.1765,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1304,,,,,-0.0513,,,-0.1091,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0684,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5179,,,,,,
,,,,,,,,,,,,,,,-0.0943,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.0426,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.1343,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,
,,,,,,,,,,,,,,0,,0,,,,0.3758,,,,,,,,-0.1304,,,-0.0513,,,,
,,,,,,,,,0.2719,,,,0.0411,,,,0.1412,,,,,,,,-0.0303,0.2031,,,,-0.2,,,,-0.0805,
,,,,,,,,,,,,,,,,,,,,-0.0143,,0.0441,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,-0.1333,,,,,
,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,
,,,,,,,,0.098,,,,,,,,,,,0.3933,,,,,,0.1174,,,,-0.3638,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.1429,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.0667,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-0.2963,,,,,,,,,,,,,,,,-0.2632,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1195,,0.0629,,0.1466,,0.0677,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,-0.1143,,-0.1441,,-0.2,,,,-0.0548,,,,0.0516,,,,,,-0.0429,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037,,,
,,,,,,,,,0.0294,-0.1429,,,,,,0.0083,,,,-0.0727,,,,,,,,,,,-0.0235,,,,
,,,,,,,,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.2633,,,,,-0.1967,,,,,,,,,,,0,,,,,,,0.4444,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2.4623,,,-0.5899,-0.191,-0.0694,,0.2264,0.2154,-0.2532,,0.3621,-0.0886,0.1389,,,,,,,,0.0833,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.0216,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-0.0088,,0.0692,,,,-0.2806,,0.0085,,,,,,,,,
,,,,,,,,-0.0815,,-0.1961,,,,,-0.0473,0.0638,,,-0.0224,,-0.1775,,0,0.0298,,,0.1538,,-0.0988,,,0.118,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,-0.1608,,,,-0.1126,0.1631,,0.0211,0.0284,0.1378,0.2004,0.0734,-0.4359,,-0.0967,,0.0146,,,,0.2981,,-0.4175,
,,,,,,,,,,,,,,,,,,,,,,,,0,-0.1111,,,,-0.1115,,-0.0191,0.0732,-0.2273,,
,,,,,,,,,,,,,,,,,0.4138,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.0708,,,,,,,,,,,,,,,-0.1061,,,,,0.1364,,,,,0.0625,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.1228,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.2973,0.1795,,,,,,-0.044,,,,0.75,,,,,,,0.0194,,,,,
,,,,,,,,,,,,,,,,0.0263,,,0.207,,,,0.1345,,-0.1068,,,,-0.046,,,,0.3021,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.0798,0,,,,-0.0099,,,-0.1129,,,,,-0.0704,,,,,-0.0125,,-0.0341,,,,,-0.1,,,0.0141,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0258,,,0.0566,,,
,,,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-0.0667,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1172,,,,,,,
,,,,,,,,,,,,,,,,,,-0.0852,,,-0.0097,,,,,,,,,,,,,-0.0184,
,,,,,,,,,,,,-0.2632,,,,,,,,,,,,,,,,0.125,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0364,0.1321,,-0.3728,0.0849,,0.1129,
,,,,,,,,0.3522,,,,,,,,,,,,,,,,,,,,0.4504,,,,,,-0.1452,
,,,,,,,,,,,,,,,0.0185,,,,,,,,,-0.1096,,,,,,,,,,,
,,,,,,,,,-0.0728,-0.1143,,-0.2489,,0,,0.0714,0.1429,0.1292,-0.0221,0.3245,0.0256,0.175,,-0.0736,0.0817,0.0102,-0.0505,,-0.081,0.0046,0.0577,,0.1698,0.1581,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0124,
,,,,,,,,0.1656,,,,,-0.2692,-0.3789,,,,,,,,,,,,,,,,,,0.3178,0.1118,,
,,,,,,,,,,,,,,,0.0125,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0833,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0179,0.0211,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1429,,,-0.1545,0.0385,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1747,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.418,,,,-0.2081,0.0577,,,,,
,,,,,,,,,,-0.0117,,-0.4118,,,,0.0795,,-0.163,,,,,,-0.0828,1.1935,,,,,-0.1463,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0141,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-0.0379,,,,-0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0256,,
,,,,,,,,-0.0131,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.3839,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0833,-0.0364,
,,,,,,,,,,,,,,,,,,,,,,0.2593,,,,,,,,,,-0.0833,,,
,,,,,,,,,-0.1994,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.2301,,,,,,,,,,-0.3636,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2449,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.1259,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.0538,,-0.1418,,0.05,,0.3529,,0,,,,0.0667,,,,-0.3354,-0.1619,,,0.0417,,,,-0.09,,
,,,,,,,,,,,,,,,,,,0.2919,,,,0.3531,,,-0.5087,,,,,0.1263,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,-0.0103,,,,,0.118,-0.1611,,,,-0.2488,,,-0.0359,0.4793,,,,,,,,,,,,,
,,,,,,,,0.1424,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,-0.2466,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,,,0.1627,,,,,,-0.1722,,0.1869,0.0638,,,0.0275,0.5267,0.1,,-0.1741,,-0.0952,,0.1316,,,,0.1341,,,
,,,,,,,,0.4019,-0.08,,,-0.0625,,,0.1951,,,,,0,0.4333,,,,,,,,,,,0.0455,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0101,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1.2113,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-0.025,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0157,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,,,,,
,,,,,,,,0.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.278,,,,,,,,,0.3929,,,0.4783,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,-0.3454,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-0.0174,,,0.044,,-0.3933,,0.6071,,,,,,0.28,,0.1037,,0.0455,-0.3362,0.1179,,-0.1134,0.0101,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.459,,,,,,,,0.2692,,-0.2727,,0.0588,,,0.3333,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.02,,,,0.0282,,,,0.0222,,,,0.0952,,,,0.0714,,,,-0.0291,0.1317,,,0.1429,,
,,,,,,,,,,,,,,,,0.1852,,0.0435,,0,,,,-0.0714,,,,,,-0.0865,,0.3584,,-0.0257,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.1026,,,,,,,-0.0472,,,,,,,,-0.0213,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,5.875,,,,,,,,,-0.3007,,-0.1393,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4234,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1429,,,,,,
,,,,,,,,0.0938,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.1529,,,,,,,-0.0816,,0.6689,,0.9565,,,
,,,,,,,,,,-0.1557,,,,-0.1951,,,-0.2037,,0.4894,,0,0.0096,,0.369,-0.1348,0.3769,,-0.2012,,0.0375,0.0361,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0698,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,-0.415,,,,,,,,,,,,,,,,,,0.8947,,-0.0345,,,,,,,,,,1.4375,
,,,,,,,,,,,,,,,0.1356,,,,,,,0.3182,,,,,,,,,0.2063,,,,
,,,,,,,,,,,,,,0.0143,,,,-0.0471,0.1481,,,0.2119,,,,0.0485,,,0.0435,0.0875,,,-0.0246,0.3824,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1111,0.25,,,,
,,,,0,0,,,0.0566,,-0.1434,,-0.3667,,,,0.1321,,-0.0852,,,,0.0314,,,,-0.1784,,-0.085,,,,0.3632,,,
,,,,,,,,,,,,,,,,,,,,,,-0.115,,,,,,,,,,,,,
,,,,,,,,,,,,-0.2063,,,,,,,0.036,,,,,-0.361,,,,0.0274,,,,0.3273,,,
