Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,Q4_2015,Q1_2016,Q2_2016,Q3_2016,Q4_2016
,,,,AAA,AAA,AAA,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AAM,,AAM,AAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ABT,ABT,,ABT,,,,,ABT,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACC,ACC,ACC,ACC,ACC,ACC,ACC,ACC,,,,,,,,,,,,,,,,,,ACC,,,,,,
,,,,ACL,ACL,ACL,ACL,ACL,ACL,ACL,ACL,,ACL,,,,,,,,,,,,,,,,,ACL,ACL,,,,
,,,,,AGF,AGF,AGF,,,,,,,,,,,AGF,AGF,,,,,,,,,,,,,,,,
,,,,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,AGM,,,,,,,,
,,,,AGR,AGR,AGR,AGR,AGR,AGR,AGR,,,AGR,AGR,,,AGR,AGR,,,AGR,AGR,,AGR,,,,AGR,,,AGR,AGR,,AGR,
,,,,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD,,,AMD,,,,,,,,,
,,,,ANV,ANV,ANV,ANV,ANV,ANV,ANV,ANV,ANV,ANV,ANV,,ANV,,,,,,ANV,,,,,,ANV,,ANV,,ANV,,ANV,ANV
,,,,APC,APC,APC,APC,,,,APC,,,,,,,,,,,,,,,,,,,,,,,,
,,,,APG,APG,APG,APG,,APG,,,,APG,,,,APG,,,,,,,,,,,,,,,,APG,,APG
,,,,ASM,ASM,ASM,ASM,ASM,,ASM,ASM,,,,ASM,,ASM,ASM,,,,,,,ASM,,ASM,ASM,,ASM,ASM,,ASM,,ASM
,,,,ASP,ASP,ASP,ASP,,,,ASP,ASP,ASP,ASP,,,,ASP,ASP,,,,,ASP,,,,,,,,,,ASP,
,,,,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,ATG,,,
,,,,BBC,BBC,BBC,BBC,BBC,,,,BBC,,,,,,,,,,,,,,,,,,,,,,,
,,,,BCE,,BCE,BCE,,,,,BCE,BCE,,,,BCE,BCE,,,BCE,,,,BCE,,,,BCE,,,BCE,,BCE,
,,,,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,BCG,,,,,BCG,,
,,,,BCI,BCI,BCI,BCI,,,,BCI,,BCI,BCI,,BCI,,,,,,,,,BCI,,,,BCI,,,,,,
,,,,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,BFC,,,,BFC,BFC,BFC,,BFC
,,,,BGM,BGM,BGM,BGM,BGM,BGM,BGM,BGM,,,,,,,,,,,,,,,,,,,BGM,BGM,BGM,BGM,BGM,BGM
,,,,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,BHN,
,,,,,BHS,BHS,,,,,,,BHS,,BHS,,,,,,,BHS,,,BHS,,BHS,,BHS,BHS,BHS,,,,BHS
,,,,BIC,BIC,BIC,BIC,BIC,BIC,BIC,,BIC,,BIC,BIC,,BIC,,BIC,BIC,BIC,BIC,BIC,,BIC,,,,,BIC,,BIC,BIC,BIC,BIC
,,,,BID,BID,BID,BID,BID,BID,BID,BID,BID,BID,BID,BID,,,BID,BID,BID,BID,,BID,BID,,BID,BID,,BID,BID,,,BID,,BID
,,,,BMC,BMC,BMC,BMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BMI,,,,BMI,,,,,,,,,,,,,,,,,,,BMI,BMI,,,,
,,,,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,BMP,,BMP,
,,,,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,BRC,,,,
,,,,BSI,BSI,BSI,BSI,BSI,BSI,BSI,BSI,,BSI,BSI,BSI,,,,,,BSI,BSI,,BSI,,,BSI,,,BSI,,BSI,BSI,BSI,BSI
,,,,,BTP,BTP,BTP,,,,BTP,,BTP,BTP,,,,,BTP,,,,,,,,,,,,,BTP,,,
,,,,BTT,BTT,BTT,BTT,,,,BTT,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BVH,,BVH,,,,,,,,,,,,,,,,,BVH,BVH,BVH,,,,,,,
,,,,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,C32,,C32,,,,,,,,,,,,,,,,,,
,,,,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,C47,,,,,,,
,,,,CAV,CAV,CAV,CAV,CAV,CAV,CAV,CAV,CAV,CAV,CAV,CAV,CAV,CAV,CAV,CAV,,CAV,CAV,CAV,,,,,,,,,,,,
,,,,CCI,CCI,CCI,CCI,CCI,CCI,CCI,CCI,CCI,CCI,,CCI,,CCI,,,CCI,,CCI,,CCI,,CCI,CCI,,CCI,CCI,,,CCI,,
,,,,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,CCL,,,,,,,,
,,,,CDC,CDC,CDC,CDC,CDC,,,CDC,,,,,,,,CDC,,,,CDC,CDC,,,CDC,,,CDC,,,,,CDC
,,,,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,CDO,,,,,,CDO,,CDO
,,,,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,STK,,,
,,,,CHP,CHP,CHP,CHP,CHP,CHP,CHP,CHP,CHP,CHP,CHP,CHP,CHP,CHP,,,,,,,,,,,,,,,,,,
,,,,CIG,CIG,CIG,CIG,CIG,CIG,CIG,CIG,,,,,,,,,,,,,,,,,,,,,CIG,CIG,CIG,CIG
,,,,CII,CII,CII,CII,CII,CII,CII,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CLC,CLC,CLC,CLC,CLC,CLC,CLC,CLC,CLC,CLC,,,,,,,,,,,,,,,,,,,,,,
,,,,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,CLG,,CLG,CLG,,CLG,,,,,,
,,,,CLL,CLL,CLL,CLL,CLL,CLL,CLL,CLL,CLL,CLL,CLL,CLL,CLL,CLL,CLL,,,,,,,CLL,,,,,,,,,CLL,CLL
,,,,CLW,CLW,CLW,CLW,CLW,CLW,,CLW,,,,,,,CLW,CLW,,,,,,,,,,,,,,,,
,,,,CMG,CMG,CMG,CMG,,,CMG,CMG,CMG,CMG,CMG,,CMG,,,CMG,,,CMG,CMG,,,,,,CMG,CMG,,,,,CMG
,,,,CMT,CMT,,CMT,,,,,,,CMT,CMT,,,,,,,,,,,,,,,CMT,,,,,
,,,,CMV,CMV,CMV,CMV,,,,CMV,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CMX,CMX,CMX,CMX,CMX,CMX,,,CMX,,CMX,CMX,CMX,CMX,CMX,CMX,CMX,,CMX,,CMX,,CMX,CMX,,,CMX,,,,CMX,
,,,,CNG,CNG,CNG,CNG,CNG,CNG,CNG,CNG,CNG,CNG,CNG,,,CNG,CNG,,CNG,CNG,,,,CNG,,,,,,,,,,
,,,,COM,COM,COM,COM,COM,COM,COM,COM,,COM,,COM,,COM,COM,,,COM,,,COM,COM,COM,COM,,COM,COM,,COM,,,
,,,,CSM,CSM,CSM,CSM,CSM,CSM,CSM,CSM,,CSM,CSM,,,CSM,CSM,,CSM,,,,,,,,,,,,,,,
,,,,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,CSV,,CSV,CSV,CSV,CSV
,,,,CTD,CTD,CTD,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,CTD,
,,,,,CTG,,CTG,,CTG,CTG,CTG,CTG,CTG,CTG,CTG,,CTG,CTG,CTG,,,,CTG,CTG,CTG,,,,CTG,CTG,CTG,CTG,CTG,CTG,
,,,,CTI,CTI,CTI,,,,,CTI,,,,,,,CTI,,CTI,CTI,CTI,CTI,CTI,CTI,CTI,CTI,,,,CTI,,CTI,,
,,,,,,,CYC,,,,,,,,,,,,,,,,,,,,,,,,,,,CYC,
,,,,,D2D,D2D,D2D,,,,D2D,,D2D,D2D,,,D2D,,,,,D2D,D2D,,,,,,D2D,D2D,D2D,,,,
,,,,DAG,DAG,DAG,DAG,DAG,,,,,,,,,,,,,,,,,,,,,,,,DAG,,,
,,,,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH,DAH
,,,,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,ADS,,ADS,,ADS
,,,,DCL,DCL,DCL,DCL,DCL,DCL,DCL,DCL,,,,DCL,,,,,,,,,,,,,,DCL,,,,,,
,,,,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,DCM,,DCM,DCM,DCM,,DCM,,DCM
,,,,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,DGW,,,DGW,DGW,,DGW,DGW,
,,,,,DHA,DHA,DHA,,,,,,DHA,DHA,DHA,,,DHA,,,,,,,,,,DHA,,,,,,,
,,,,DHC,DHC,DHC,DHC,DHC,DHC,DHC,DHC,DHC,DHC,DHC,DHC,DHC,,,,,,,DHC,,,,,,,,,,,,
,,,,DHG,DHG,DHG,DHG,,,,,,,,,,,,,DHG,,,,,,,,,,,,DHG,,,
,,,,DHM,DHM,DHM,DHM,DHM,DHM,DHM,DHM,DHM,DHM,DHM,DHM,,,,,,,,,,,DHM,DHM,,,,,,,,
,,,,DIC,DIC,DIC,DIC,DIC,,,,,,,DIC,,,,,,,DIC,,,,DIC,,,,,,,,,
,,,,DIG,,,DIG,,,,DIG,DIG,DIG,,,,,,,,,,,,,,,,,,,,,,
,,,,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,DLG,,DLG,,,,,
,,,,DMC,DMC,DMC,DMC,DMC,DMC,DMC,DMC,DMC,DMC,DMC,DMC,DMC,DMC,DMC,DMC,DMC,,DMC,DMC,DMC,,,DMC,,,,,,,,
,,,,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,DPM,,,,DPM,,,,,,,
,,,,DPR,DPR,DPR,DPR,DPR,DPR,DPR,DPR,DPR,DPR,DPR,DPR,DPR,,,,,,,,,,,,,,,,,,,
,,,,DQC,DQC,DQC,,DQC,DQC,DQC,,,DQC,,,,,,,,,,,DQC,DQC,DQC,,,,,,,,,
,,,,,DRC,DRC,DRC,,,,DRC,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DRH,DRH,DRH,DRH,,,,DRH,,,,,,,,,,,,,,,,,,,,,,,DRH,
,,,,DRL,DRL,DRL,,DRL,DRL,DRL,DRL,DRL,DRL,DRL,DRL,,,,,,,,,,,,,,,,,,,,
,,,,DSN,DSN,DSN,DSN,DSN,DSN,,DSN,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DTA,DTA,DTA,DTA,DTA,,,,,DTA,DTA,,,,,,,,,,,,,,,,,,,,,
,,,,DTL,DTL,DTL,DTL,DTL,,DTL,DTL,DTL,DTL,DTL,DTL,DTL,,,DTL,DTL,,,,,,,,,,,DTL,,,,
,,,,DTT,DTT,DTT,DTT,DTT,DTT,,DTT,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DVP,DVP,,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP,DVP
,,,,DXG,DXG,DXG,DXG,,,,DXG,,,,,,,,,,,DXG,DXG,,,,,,,,,,,,
,,,,DXV,DXV,DXV,DXV,DXV,,DXV,DXV,,,,,,,,,,,,,,,,,,,,,,,,
,,,,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30,E1VFVN30
,,,,EIB,EIB,EIB,EIB,EIB,EIB,EIB,EIB,EIB,EIB,EIB,EIB,,EIB,,EIB,,,EIB,EIB,,,EIB,EIB,,,,EIB,,,EIB,
,,,,ELC,ELC,ELC,ELC,ELC,ELC,,ELC,,,,ELC,,,,,,,,,,,,,,,,ELC,,,,
,,,,EMC,EMC,EMC,EMC,EMC,EMC,EMC,EMC,EMC,EMC,EMC,EMC,EMC,EMC,,,,,,,,,,,,,,,,,,
,,,,EVE,EVE,EVE,EVE,EVE,EVE,EVE,EVE,EVE,EVE,EVE,,,EVE,EVE,,,EVE,EVE,,,,,,,,,,,,,
,,,,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,ROS,,
,,,,FCM,FCM,FCM,FCM,FCM,FCM,FCM,FCM,FCM,FCM,FCM,FCM,FCM,FCM,FCM,FCM,,,,FCM,FCM,,,,,FCM,,,FCM,,,
,,,,FCN,FCN,FCN,FCN,FCN,FCN,FCN,FCN,FCN,FCN,,FCN,FCN,FCN,,,,FCN,,,,,,,,,,,,,,
,,,,FDC,FDC,,FDC,,,,FDC,,,,,,,,,,,,,,,,,,,,FDC,,,,
,,,,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,FIT,,FIT,FIT,,,,,,,,
,,,,FLC,FLC,FLC,FLC,FLC,FLC,FLC,FLC,FLC,FLC,FLC,,,,,FLC,,,,,,,FLC,,,,,FLC,FLC,,,FLC
,,,,FMC,FMC,FMC,FMC,FMC,FMC,,FMC,FMC,,,,FMC,,,FMC,FMC,,,FMC,,,,FMC,FMC,FMC,,FMC,FMC,,,FMC
,,,,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,FTM,
,,,,FPT,FPT,FPT,FPT,,FPT,FPT,FPT,FPT,FPT,FPT,,FPT,FPT,FPT,FPT,,FPT,FPT,FPT,,FPT,FPT,FPT,,FPT,FPT,,FPT,FPT,FPT,FPT
,,,,FTS,FTS,FTS,FTS,FTS,FTS,FTS,FTS,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,,,,,,,,,,,,,,,,,,
,,,,GDT,GDT,GDT,GDT,,,,GDT,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,GIL,,GIL,
,,,,GMC,GMC,GMC,GMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,GMD,,GMD,GMD,GMD,,,,,,,GMD
,,,,GSP,GSP,GSP,GSP,GSP,GSP,GSP,GSP,GSP,GSP,GSP,GSP,GSP,,,,,,,,,,,,,,,,,,,
,,,,GTA,GTA,GTA,GTA,GTA,GTA,,GTA,GTA,,,,,,GTA,,,,,GTA,,,GTA,,,GTA,GTA,GTA,,,GTA,GTA
,,,,GTN,GTN,GTN,GTN,GTN,GTN,GTN,GTN,GTN,GTN,GTN,GTN,GTN,GTN,GTN,GTN,GTN,GTN,GTN,GTN,,,,GTN,,,,,,,,
,,,,HAG,HAG,HAG,HAG,HAG,HAG,HAG,HAG,,,HAG,HAG,,,HAG,HAG,,,,HAG,,HAG,,,HAG,HAG,,HAG,HAG,HAG,HAG,HAG
,,,,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,HAH,,,,,,,,,
,,,,HAI,HAI,HAI,HAI,HAI,HAI,HAI,HAI,HAI,,,,,,,HAI,HAI,,,,,,,,,,,,,,,
,,,,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,HID,,HID,,,
,,,,,HAP,HAP,HAP,,,,HAP,,,,,,HAP,,HAP,,,,,,HAP,,,,,,,,,HAP,
,,,,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,,,HAR,HAR,HAR,,,,HAR,,HAR,,HAR,,HAR,,
,,,,HAS,HAS,HAS,HAS,,,,HAS,,HAS,HAS,,,,,,,,,,,,,,,,,,,,,
,,,,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,HAX,,,
,,,,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,HBC,,HBC,,
,,,,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,HCD,,,,
,,,,HCM,HCM,,,HCM,HCM,,HCM,,HCM,,,HCM,HCM,HCM,,,HCM,,,,,HCM,HCM,,,,,,HCM,,
,,,,HDC,HDC,HDC,HDC,HDC,HDC,,,,,HDC,HDC,,,HDC,,,HDC,HDC,,HDC,HDC,HDC,,,,,,,,,
,,,,HDG,HDG,HDG,HDG,,HDG,HDG,,,,,,,,,HDG,,HDG,HDG,HDG,,,,HDG,,,,,,,,HDG
,,,,HHS,HHS,HHS,HHS,HHS,HHS,HHS,HHS,,HHS,,HHS,,,,,,HHS,,,,,HHS,HHS,HHS,,,,HHS,,,
,,,,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,TCH,,,,
,,,,HLG,HLG,,HLG,,,,HLG,,,,,,,,,,,,HLG,,,HLG,,,,,,,,,
,,,,HMC,HMC,HMC,HMC,HMC,HMC,HMC,HMC,HMC,HMC,HMC,HMC,HMC,,HMC,HMC,HMC,HMC,,HMC,,,,,,,,,,,,
,,,,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,HNG,,,,,,HNG,HNG
,,,,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,HOT,,,,,,,,
,,,,,HPG,HPG,HPG,,,,HPG,,,HPG,HPG,HPG,HPG,HPG,HPG,HPG,HPG,HPG,HPG,HPG,HPG,,HPG,HPG,HPG,HPG,HPG,HPG,HPG,HPG,HPG
,,,,HQC,HQC,HQC,HQC,HQC,HQC,,HQC,,,,,,,,,,,,,,,,,,,,HQC,,,,HQC
,,,,,HRC,HRC,HRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HSG,HSG,HSG,HSG,HSG,HSG,HSG,HSG,HSG,HSG,HSG,HSG,,HSG,,,,,HSG,,,HSG,,,,HSG,,HSG,HSG,,,
,,,,HT1,HT1,HT1,HT1,HT1,HT1,HT1,HT1,HT1,HT1,HT1,HT1,HT1,HT1,,,,HT1,HT1,HT1,HT1,HT1,,HT1,,HT1,HT1,HT1,,HT1,HT1,HT1
,,,,HTI,HTI,HTI,HTI,HTI,,,,,,,,HTI,,,,,,,,,,,,,,,,,,,
,,,,HTL,HTL,HTL,HTL,,,,HTL,,HTL,HTL,,,,,,,HTL,,,,,,HTL,,,,HTL,,,,
,,,,,HTV,HTV,HTV,,,,,,,,,,,,,,,,HTV,,,,,,,,,,,,
,,,,HU1,HU1,HU1,HU1,HU1,HU1,HU1,HU1,HU1,,,,,,,,,,,,,,,,,,,,,,,
,,,,HU3,HU3,HU3,HU3,HU3,HU3,HU3,HU3,,HU3,,,,,,,,,,,,,,,,,,,,,,
,,,,HVG,HVG,HVG,HVG,HVG,HVG,,HVG,HVG,HVG,HVG,,HVG,HVG,,,,,,HVG,HVG,,,HVG,,,,HVG,HVG,,HVG,HVG
,,,,HVX,HVX,HVX,HVX,,,,HVX,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ICF,ICF,ICF,ICF,ICF,,,ICF,ICF,ICF,ICF,ICF,,,ICF,,,,,,,,,,,,,,,,,
,,,,IDI,IDI,IDI,IDI,,IDI,IDI,IDI,,,,,,,,,,,,,,,,,,IDI,IDI,IDI,,,,
,,,,IJC,IJC,IJC,IJC,IJC,,,,,,,IJC,IJC,IJC,IJC,,,IJC,,,IJC,,,,,IJC,,IJC,IJC,,IJC,
,,,,IMP,IMP,IMP,IMP,IMP,,IMP,,,,,IMP,,,,IMP,,IMP,,IMP,,,,,,,,IMP,,IMP,,IMP
,,,,,ITA,,ITA,,,,ITA,,ITA,ITA,,ITA,,,,,ITA,,ITA,,ITA,,,,ITA,,,,,,
,,,,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,ITC,,,,,,,,
,,,,ITD,ITD,ITD,ITD,ITD,ITD,ITD,ITD,ITD,,,,,,,ITD,,,,,,,,,,,,,,,,
,,,,JVC,JVC,JVC,JVC,JVC,JVC,JVC,,JVC,,,JVC,,,,,JVC,,JVC,,JVC,,JVC,,JVC,,JVC,JVC,,JVC,,
,,,,KAC,KAC,KAC,KAC,,,,,KAC,KAC,,,,,,KAC,,,,,,,,,,,,,,,,
,,,,,KBC,,,,,,KBC,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,KDC,,,,,,KDC,,
,,,,KDH,KDH,KDH,KDH,,,,KDH,,,KDH,KDH,,,,,,,,,,,,,,,,,,,,
,,,,,,KHA,KHA,,,,KHA,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KHP,KHP,KHP,KHP,,,,KHP,,KHP,,,,,KHP,,,,,,,,,KHP,KHP,,,,,,,KHP
,,,,KMR,KMR,KMR,KMR,KMR,KMR,KMR,KMR,KMR,,KMR,KMR,,,KMR,,,,,KMR,,,,,KMR,,,,,,,
,,,,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,KPF,,,,
,,,,KSA,KSA,KSA,KSA,,,KSA,KSA,,KSA,,KSA,,,,KSA,,KSA,,,,KSA,,,,,,,,KSA,,
,,,,KSB,KSB,KSB,KSB,,,,KSB,,KSB,KSB,KSB,,,,,,,,,,,,,,,,,,,,
,,,,KSH,KSH,KSH,KSH,,,,KSH,,,,,,KSH,,,,,,,,,,,,,,,,,,
,,,,,L10,L10,L10,L10,L10,,L10,L10,,,L10,L10,,,,L10,,,,,,,,L10,,,,,L10,,
,,,,LAF,LAF,LAF,LAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LBM,LBM,LBM,LBM,,,,LBM,,,,,,,,,,,,,,,,,,,,LBM,,,,LBM
,,,,,LCG,,LCG,LCG,,,LCG,,LCG,,LCG,,LCG,LCG,LCG,,LCG,,,,,,,,LCG,LCG,,,,LCG,LCG
,,,,LCM,LCM,LCM,LCM,LCM,LCM,LCM,LCM,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,LDG,,LDG,,,,
,,,,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC,LGC
