No,Ticker,R4_2016,R3_2016,R2_2016,R1_2016,R4_2015,R3_2015,R2_2015,R1_2015,R4_2014,R3_2014,R2_2014,R1_2014,R4_2013,R3_2013,R2_2013,R1_2013,R4_2012,R3_2012,R2_2012,R1_2012,R4_2011,R3_2011,R2_2011,R1_2011,R4_2010,R3_2010,R2_2010,R1_2010,R4_2009,R3_2009,R2_2009,R1_2009,R4_2008,R3_2008,R2_2008,R1_2008,
415,HAD,,-0.0065,0.0524,-0.1041,0.0426,-0.0208,0.0105,-0.0306,0.1036,0.1269,-0.015,-0.1837,0.1807,0.1723,0.0143,0.0058,0.1567,0.2,0.1013,-0.0502,0.149,-0.2436,-0.1959,-0.1,0.027,-0.0133,-0.1279,0.1346,0.105,0,0,0,0,0,0,0,
416,HAT,,0.2521,0.0811,-0.2952,0.1538,-0.231,0.0629,0.2145,-0.0143,0.1205,0.1581,-0.1042,0.5094,0.298,0.1086,-0.166,0.1623,0.14,0.0582,0.1455,-0.0294,-0.0608,0,-0.1847,-0.075,0,0,0,0,0,0,0,0,0,0,0,
417,HBE,,0.2667,0,-0.1818,0.1702,0.2703,-0.3273,0.1,0.0204,-0.1833,0.6216,-0.6337,1.4048,0.0244,-0.1087,0.5333,-0.4444,0,0.4211,0.3103,0.0741,-0.2703,-0.0513,-0.381,-0.1127,-0.1932,-0.1538,0.2093,-0.1963,-0.0776,0.1154,0.1685,0.0349,-0.4228,-0.307,-0.3065,
418,HBS,,-0.0333,-0.0625,-0.1351,-0.119,-0.1429,0.0208,-0.1579,0.0962,-0.0189,0,0.0192,0.2093,0.1026,-0.2041,-0.1833,-0.1176,-0.0286,-0.2857,-0.295,-0.0071,0.0072,-0.0211,-0.0207,-0.152,-0.1576,0,0,0,0,0,0,0,0,0,0,
419,HCC,,-0.2539,0.4201,0.1747,-0.2392,0.2918,0.2663,0.363,0.1538,0.17,-0.0654,0.0094,0.1778,-0.1346,-0.1475,0,0.22,0,-0.0991,0.1563,-0.2195,-0.3387,-0.4761,-0.099,0.2351,-0.1757,-0.0719,0.4379,0.0105,0.4,0.1648,0.3968,0,-0.414,0.748,-0.5831,
420,HCT,,-0.088,0.1062,0.1078,0.0515,-0.0202,-0.0571,-0.0367,0.0686,-0.0727,-0.0833,-0.0625,0.9104,0.1754,-0.0656,0.0167,-0.0625,0.1852,-0.2059,-0.15,-0.3651,0.9385,-0.2262,-0.2,-0.25,-0.4615,-0.2486,1.3537,-0.16,-0.0741,0.3125,0.1429,0,-0.422,-0.0439,-0.5449,
421,HDA,,-0.0786,-0.1908,0.2536,0.3663,-0.1855,0.3933,-0.1682,0.1383,-0.1966,0.125,-0.1746,0.68,-0.1379,-0.1471,0.275,0.0127,0.0676,-0.1395,0.1467,0.0274,-0.3303,-0.3057,-0.3458,0,0,0,0,0,0,0,0,0,0,0,0,
422,HDO,,0.0435,-0.1481,-0.1,0.5,-0.0909,-0.0833,-0.2,-0.0909,-0.0833,-0.0769,-0.2778,0.4211,0,-0.2963,-0.0847,0.0351,-0.2963,-0.3468,0.2039,0.5846,-0.35,-0.4382,-0.2089,-0.0044,0.0044,0.3006,0,0,0,0,0,0,0,0,0,
423,HEV,,0.1301,0.0082,-0.0827,0.064,-0.0741,0.2054,-0.1704,0.0075,-0.0147,0.0625,-0.1795,0.1143,0.2389,-0.2098,0.0214,0.1864,0.0536,0.0769,0.1954,0.1154,0,-0.0602,-0.2455,-0.12,-0.247,0.0247,0.0519,0,0.0065,0.1168,0.181,-0.0938,-0.4234,0.6204,-0.5692,
424,HGM,,-0.0244,0.1389,0,0,-0.027,-0.1778,-0.2215,0.2042,-0.068,0.0198,-0.0982,-0.0261,-0.0287,-0.5025,0.1509,0.2165,-0.0608,-0.0905,0.1056,0.0345,0.0357,-0.0129,-0.0218,0,-0.0114,-0.1619,0.8919,0,0,0,0,0,0,0,0,
425,HHC,,0.3805,0.0367,-0.2899,0.0066,0.0269,-0.0541,-0.1003,0.0295,0.1895,-0.1231,0.1607,0.5556,-0.027,0.0819,0.1554,-0.0133,0.0714,-0.1765,0.3077,-0.1875,0.0458,0.0552,-0.3256,-0.2238,-0.2411,-0.3967,1.75,-0.0222,-0.1758,0.4757,0.3214,-0.209,-0.3516,0.5167,-0.5373,
426,HHG,,-0.1957,0.122,0,-0.219,0.0938,-0.0303,0.2532,-0.0125,0.2698,0.575,0,0.2903,-0.2439,0.1081,0.6087,0,-0.1481,-0.1818,-0.0571,-0.0789,-0.05,-0.1489,-0.3286,-0.2632,-0.24,0,0,0,0,0,0,0,0,0,0,
427,HJS,,0.0464,-0.1118,0.2057,0.0444,-0.0074,0.0462,0.1017,-0.0328,0.1296,0.125,-0.2,0.1765,0.1461,-0.0111,0.2,0.1194,-0.0694,-0.04,0.2097,0.3778,-0.2969,0.1429,-0.3978,-0.2901,-0.0839,-0.4348,0.5333,0.0784,-0.1356,0.0926,0.4087,-0.0254,-0.0484,0.0081,-0.4115,
428,HKB,,-0.7614,-0.6054,0.2816,0.3182,0.8592,-0.0779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
429,HKT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
430,HLC,,0.2632,-0.1618,-0.15,0.1765,-0.2184,-0.0543,-0.08,0.1111,-0.0323,0.0333,-0.2105,0.3902,-0.0353,-0.2478,-0.2566,0.3333,0.1287,-0.1368,-0.0168,0.3678,-0.044,0.0964,-0.3465,-0.0797,-0.2203,-0.0432,0.0054,-0.1362,0.0191,-0.1106,0,0,0,0,0,
431,HLD,,-0.0325,-0.1022,-0.0552,-0.1265,0.0573,-0.1823,-0.2131,0.4186,-0.1179,0.1677,-0.2675,0.5,-0.5065,-0.1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
432,HLY,,0.6713,0.5053,0.0326,0.0952,0,0,-0.1158,-0.1204,0.1613,-0.1545,-0.375,-0.1619,0.05,0.1111,0.4634,0.4138,-0.2301,-0.2614,-0.0947,0.0629,-0.0245,-0.0944,-0.3455,-0.1864,-0.0611,-0.1325,0.0427,-0.0316,-0.0442,0.1316,0.1079,0.0586,-0.6211,1.3489,0.0997,
433,HMH,,-0.085,-0.0065,-0.0494,0.0318,-0.2071,-0.1,-0.1538,-0.058,0.1405,0.241,-0.1975,0.35,0.125,0.039,0.1,0.0853,-0.0786,-0.0667,0.0714,0.1024,-0.244,0.2727,-0.2787,-0.2213,-0.1231,0,0,0,0,0,0,0,0,0,0,
434,HNM,,-0.1875,-0.0698,0.0488,-0.1087,-0.0417,-0.2441,-0.1301,-0.0988,0.4727,0.4103,-0.1959,0.2597,0.0845,0.775,-0.1667,0,-0.04,-0.3056,0.0435,0.5333,-0.2105,-0.05,-0.3258,-0.1909,-0.1912,-0.2047,0.1875,0.0213,-0.221,0.3022,0.5795,-0.1619,-0.4231,0.4,-0.4397,
435,HOM,,0.0328,-0.1159,0.1311,-0.0615,0.0156,-0.1467,-0.1667,0.125,0.0127,0.1791,-0.1299,0.4,0.1,-0.2188,-0.0448,0.3137,-0.15,-0.1667,0.2857,0.3333,-0.1923,-0.0714,-0.2113,-0.2447,-0.0693,-0.2171,-0.0444,-0.0559,-0.1006,0,0,0,0,0,0,
436,HPM,,0.0387,-0.0765,0.3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
437,HST,,0,-0.0986,0,0,0,0.0923,-0.0972,0.3846,0.0612,-0.3288,-0.1889,0.1538,0.0833,0,-0.04,0.6304,0.122,0.1714,0.0294,-0.1707,-0.3387,-0.0606,-0.0704,-0.0139,-0.301,-0.1271,0.0085,0,0,0,0,0,0,0,0,
438,HTC,,-0.0032,-0.4833,0.7094,-0.0565,-0.0486,0.0289,0.0133,0.1161,0.1748,0.144,-0.031,0.29,0.0526,-0.0256,0.242,0.1985,-0.0368,-0.049,0.1172,0.113,-0.1481,-0.1,-0.5495,0.006,-0.1513,-0.2041,0,0,0,0,0,0,0,0,0,
439,HTP,,-0.0426,0.0743,0.3889,0.4,0.2857,-0.2045,0.1,-0.1111,0.1688,0.3509,-0.0952,0.05,-0.0909,-0.2235,0.5455,0.1,0.0204,0,0.1136,0.1,-0.0476,-0.1064,-0.3188,-0.1977,-0.181,-0.5354,0.9652,-0.1353,-0.0952,0.2895,0.4074,-0.1383,-0.4919,0.3028,-0.5697,
440,HUT,,-0.0242,0.3478,-0.0891,-0.1217,0.1856,-0.292,-0.068,-0.0577,0.3109,0.1226,-0.0185,0.4795,0.1774,-0.2706,-0.0957,0.3623,-0.1977,-0.2893,0.407,0.0361,-0.2455,0.2222,-0.4268,-0.1907,-0.2538,-0.3897,0.4792,0.0827,0.177,0.6618,0.3737,0.0532,-0.1897,-0.5021,0,
441,HVA,,-0.1053,-0.2692,-0.0877,-0.0952,0.5366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
442,HVT,,-0.2851,-0.0167,0.2849,0.0333,0.0714,-0.0615,-0.1476,0.1475,0.0765,0.0625,-0.1061,0.3259,0.2385,-0.2158,0.2301,0.378,-0.0465,-0.0549,-0.099,0.2317,-0.012,-0.0674,0.0114,-0.0928,-0.1709,-0.2252,0.1353,-0.1939,-0.073,-0.2426,0,0,0,0,0,
443,ICG,,0.0145,0.0299,0.0635,0.1667,-0.194,-0.0946,-0.1084,-0.046,-0.0225,0.2027,-0.1395,0.3651,0.3125,-0.2258,-0.0462,0.2745,-0.2817,-0.297,0,0.0202,-0.2326,0.3163,-0.3836,-0.1497,-0.2273,-0.2092,0.1127,-0.0143,-0.1254,0.387,0,0,0,0,0,
444,IDJ,,-0.1053,-0.1739,-0.08,0.0417,-0.1429,-0.0667,-0.0323,-0.2439,-0.0465,-0.0444,-0.1509,0.2619,0.68,-0.2424,-0.1316,0.2667,-0.1892,-0.26,0.087,0.15,-0.2982,0.0962,-0.4902,-0.1969,0,0,0,0,0,0,0,0,0,0,0,
445,IDV,,0.2481,-0.1614,0.1775,-0.0385,0.1243,-0.3509,-0.0656,-0.0287,0.7205,0.0896,0.2642,0.1088,0.2646,0.1118,-0.1282,-0.1702,0.3988,-0.04,-0.5179,0.7286,-0.125,0.5094,-0.3375,0,0.039,0,0,0,0,0,0,0,0,0,0,
446,INC,,-0.2,-0.0909,0.0377,-0.0185,0.0385,-0.2676,0.5435,-0.1636,0,-0.1791,0.0806,0.5122,0.5185,-0.1563,-0.2,0.0811,-0.1395,-0.3281,0.4545,0,-0.4762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
447,INN,,0.0067,0.3953,0.0732,0.0421,0.0585,0.0559,0.0692,-0.0334,0.0752,0.4571,-0.3226,0.2917,0.206,0.0934,-0.0267,0.406,0.2091,-0.0179,-0.2,0.2727,0.068,-0.0374,-0.1769,-0.058,-0.1534,-0.0121,0.1,0,0,0,0,0,0,0,0,
448,ITQ,,-0.3023,-0.3582,0.3137,-0.2031,-0.2471,-0.1327,-0.4556,-0.5082,2.2679,0.0667,0.8103,0.0357,-0.4909,0.1,-0.2424,-0.1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
449,IVS,,-0.1579,-0.0447,0.0529,-0.0116,0.0238,0.05,0.0256,0.3805,0.5067,-0.026,0.1,0.5556,0.1538,-0.25,-0.2121,0.7838,-0.0976,-0.3594,0.0847,0.4048,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
450,KDM,,0.6667,-0.5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
451,KHB,,0,-0.6596,-0.1132,0.7667,0.4286,-0.3636,-0.1538,-0.1136,-0.102,0.4,-0.0278,-0.027,0.6087,-0.2581,-0.2051,0.3929,-0.2821,-0.4091,-0.1538,-0.1522,-0.156,-0.0917,-0.3939,-0.409,-0.3064,-0.2146,0,0,0,0,0,0,0,0,0,
452,KHL,,-0.4286,-0.3333,0.1667,0.2,-0.1667,-0.3793,-0.2162,-0.0263,-0.1364,0.2941,-0.1707,0.1389,1.5714,-0.3636,-0.1852,0.2273,-0.4762,0.05,-0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
453,KKC,,0.1084,0.1773,0.9315,-0.2316,-0.0404,-0.1951,-0.2264,-0.1632,0.0053,0.1813,0.0738,0.1462,0.3402,-0.049,-0.1356,0.3882,-0.0556,-0.1509,0.06,0.0753,-0.2734,0.0159,-0.2961,-0.2044,-0.2021,-0.3071,0.3938,0.0618,-0.4306,1.6685,0.9674,-0.5619,-0.8204,0,0,
454,KLF,,0.5714,-0.3438,-0.1579,-0.1915,0,-0.3733,-0.2925,-0.1846,-0.0076,0.1696,-0.1385,-0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
455,KMT,,0.8333,-0.0476,-0.2025,-0.1124,0.0114,0.4915,-0.0635,0.0862,-0.1714,0.0606,0.65,-0.2157,0,-0.1356,-0.2436,0.8571,-0.1765,-0.1639,-0.0469,0.0667,-0.1304,-0.1154,-0.4222,0.0887,-0.1788,-0.2634,0,0,-0.1608,0,0,0,0,0,0,
456,KSD,,0.0323,-0.1842,-0.1556,0.0465,0.2647,-0.2444,-0.1509,-0.1017,0.2041,0.225,-0.1304,0.4375,1.2857,-0.2222,-0.1,0.3333,-0.375,-0.3684,-0.0732,0.2424,-0.34,-0.2308,-0.5113,-0.1014,-0.1868,-0.3614,0,0,0,0,0,0,0,0,0,
457,KSK,,0,-0.5385,0,0.3,0.0526,-0.3871,-0.225,-0.322,-0.5042,0.0348,-0.4307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
458,KSQ,,-0.1923,-0.3158,0.2667,-0.375,0.0213,0,-0.3088,0.1333,-0.3333,1.4324,-0.1395,0.0238,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
459,KST,,0,0.1224,0,-0.02,0.1905,-0.2759,0.1837,0.0889,0,-0.4304,-0.1222,0.6667,0.102,-0.2344,0.2075,0.0392,0.1087,-0.2459,0.0893,-0.3488,-0.1963,-0.1301,-0.2635,0,0,0,0,0,0,0,0,0,0,0,0,
460,KTS,,-0.1478,0.1687,1.9112,0.0242,0.3095,-0.1765,0.1333,-0.0878,-0.0976,-0.0296,0.006,-0.1064,0.3723,-0.2303,-0.0111,-0.3208,-0.2895,-0.0312,0.1095,2.1261,-0.2839,0.1397,-0.557,0,0,0,0,0,0,0,0,0,0,0,0,
461,KTT,,-0.1091,0.4865,0,-0.0513,0.4444,-0.325,-0.0698,0.075,-0.1304,0.0698,0.4333,0.0345,0.2609,-0.1154,0.04,0.1905,-0.2222,-0.2286,0.1667,0.3636,-0.7471,-0.3696,0.2105,-0.1618,0,0,0,0,0,0,0,0,0,0,0,
462,KVC,,-0.8,0.0684,0.0174,0.3529,-0.1146,-0.4353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
463,L14,,0.1285,-0.4039,1.0317,-0.0079,-0.1012,0.5179,-0.1515,0.4224,1.5495,-0.0619,0.3662,0.2456,0.1633,-0.4235,0.6346,0.0612,-0.4842,0.0215,0.1625,-0.0588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
464,L18,,0.0455,-0.0909,0.1101,0.0187,0.049,-0.1356,0.1456,0.0404,-0.0917,0.172,-0.1226,0.2619,0.12,-0.1477,0.0476,-0.0667,-0.0625,-0.2,0.25,-0.0943,-0.1017,-0.2237,-0.3122,-0.1333,-0.1774,-0.0313,0.1852,-0.103,0.3935,0.1803,0.7596,-0.0459,-0.3101,0.3504,0,
465,L35,,-0.0377,0,-0.0185,0.0189,0.0192,0.04,-0.0566,0.0392,0.02,0.0204,-0.0926,0.0588,0.4571,-0.125,-0.322,0.0727,0.0784,-0.2714,0.5556,-0.0426,0.0682,-0.1698,-0.4536,-0.3169,-0.2526,0.0983,0,0,0,0,0,0,0,0,0,
466,L43,,0.0833,0.0435,-0.3134,0.34,-0.1228,-0.05,0,0.0909,-0.0833,-0.1045,0.1167,-0.0323,0.1481,0.125,-0.0769,0.2093,-0.5,0.1169,-0.1047,-0.14,0,0.1364,-0.4133,-0.1667,-0.2829,-0.0118,0.1339,0.0275,0.0792,0.2469,0.0658,-0.0256,-0.2315,0,0,
467,L44,,-0.3226,-0.0882,-0.1282,0,0.1143,-0.4853,0.1333,-0.0164,-0.0161,0,-0.0746,-0.0147,-0.0685,0.1061,0.1579,-0.05,-0.0476,-0.241,0.0921,0.1343,-0.0429,0.129,-0.5118,-0.2349,-0.1658,-0.1603,0.6458,0,0,0,0,0,0,0,0,
468,L61,,-0.0532,-0.0874,0.03,0,-0.0099,-0.0818,0,0,0.0891,0.0632,-0.1038,0.1648,0.046,0.0357,-0.0118,0.1486,0,-0.1591,0.2571,0.0448,-0.1519,-0.1684,-0.2083,-0.2053,-0.1065,-0.0765,0.22,-0.1379,0.1757,0.3097,0.314,-0.265,0,0,0,
469,L62,,0.0862,-0.1212,-0.1429,0,0,0.375,-0.082,0.22,0.1628,-0.1569,-0.2154,0.2264,0.0392,0.4167,-0.2941,-0.2714,-0.125,-0.0909,-0.2787,0.6712,-0.131,-0.1923,-0.168,-0.2604,-0.3185,0.1324,0.1526,-0.0995,-0.0321,0.2111,0.1465,-0.2524,-0.2708,-0.1351,0,
470,LAS,,-0.2179,-0.4135,-0.1014,-0.0513,0.0759,0.0357,-0.1304,0.0126,-0.1264,-0.1122,-0.1145,0.3079,0.0473,-0.237,0.3758,0.1795,-0.0353,-0.0598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
471,LBE,,-0.0805,0.234,-0.0473,0.0571,-0.2,0.0938,0.039,0,0.2031,-0.0303,-0.0294,0.2035,0.1078,-0.0811,0.1563,0.1566,-0.1443,0.1412,-0.1414,0.2692,0.0263,0.0411,-0.354,-0.0088,-0.2138,0.2719,0.0755,-0.124,0.0522,0.0648,-0.0092,-0.0992,-0.2293,-0.2896,-0.2022,
472,LCD,,0,0,-0.1222,-0.0909,-0.208,-0.1667,0.1194,0.2294,-0.0091,0.375,-0.1579,0.338,0.0441,-0.0145,-0.0143,0.0145,-0.1039,0,0.6042,-0.1864,-0.2133,0.1029,-0.5584,-0.1047,0,0,0,0,0,0,0,0,0,0,0,
473,LCS,,-0.2571,-0.3,0.2821,0,-0.1333,-0.0426,-0.0784,-0.0727,0.0577,-0.037,-0.2286,0.2069,0.0545,-0.2029,-0.1786,0.2,-0.1139,-0.3009,0,-0.0088,-0.0172,0.3488,-0.415,-0.2794,-0.4365,0,0,0,0,0,0,0,0,0,0,
474,LDP,,0.0906,0.2123,0.3425,-0.0315,-0.1002,-0.2656,-0.0768,0.3146,0.051,-0.02,-0.1525,0.4861,0.0475,-0.0282,0.3,0.1321,0.0352,-0.0154,0,0.625,-0.1398,-0.4946,-0.0515,-0.2146,0.0978,0,0,0,0,0,0,0,0,0,0,
475,LHC,,-0.068,0.3281,0.083,0.0021,0.0683,-0.3638,0.0665,0.0031,0.0271,0.1174,-0.126,0.182,0.1649,0.3045,0.0751,0.3933,0.0302,-0.0373,-0.0321,0.0921,-0.0087,0.1795,-0.3229,-0.1028,-0.2302,-0.2554,0.098,0,0,0,0,0,0,0,0,
476,LIG,,-0.2623,-0.1867,-0.0964,-0.0568,-0.2542,0.0351,0.0857,0.4384,0.0429,0.1475,-0.1286,0.0938,-0.0725,0,-0.0143,0.0938,-0.1795,-0.22,0.1364,-0.0638,-0.1048,0.0606,-0.3529,-0.1818,-0.246,-0.1143,0,0,0,0,0,0,0,0,0,
477,LM7,,-0.3529,-0.15,0.1429,0,0.1667,-0.0909,-0.0833,-0.1429,0.0244,-0.4459,0.9474,-0.1556,0.1538,0.1143,-0.125,0.1429,-0.0278,-0.25,0.1707,-0.5119,0.5,0.0182,-0.1538,-0.3011,0,0,0,0,0,0,0,0,0,0,0,
478,LO5,,1.125,-0.1351,-0.075,-0.1837,0.6333,0,-0.1429,-0.1463,0.0513,0.0833,-0.1628,0.1622,0.1212,-0.0571,0,0.0606,0.0645,-0.2439,0.1714,0,-0.186,-0.2586,-0.4369,-0.055,-0.2968,0.0544,0.1221,0,0,0,0,0,0,0,0,
479,LTC,,-0.2034,0.0536,0.3659,0.025,-0.2157,-0.1207,-0.1831,-0.0274,-0.1798,0.023,-0.1869,0.4861,0.2203,0.0351,0.1875,0.0667,-0.0625,-0.2615,0.0833,-0.0164,-0.1408,0.0143,-0.5597,-0.4197,-0.4431,0.3667,0.7822,-0.0605,0.1878,-0.095,1.1053,-0.24,-0.0942,-0.2698,-0.4094,
480,LUT,,0.0714,-0.2632,0.4615,-0.0714,-0.0667,-0.2683,-0.1087,-0.1154,0.0612,0.0652,-0.1636,-0.0517,0.9333,-0.1667,-0.5556,0.0658,0.3333,-0.2963,0.1096,-0.1609,-0.1714,-0.3182,-0.361,0.0169,-0.1023,0.3608,0.3379,-0.1667,0.4872,0.0833,0.1134,-0.0849,-0.269,-0.42,-0.2424,
481,MAC,,-0.0408,-0.125,0,0.0667,-0.1393,0.0167,-0.1489,0.5495,0.3582,0.0806,-0.0159,0.1667,0.2857,0.0244,0.025,0.2121,-0.0833,-0.2174,0.2778,-0.0769,-0.0714,-0.1064,-0.4535,-0.1569,-0.25,-0.5177,1,0,0,0,0,0,0,0,0,
482,MAS,,0.0497,0.007,0.0677,0,0.1466,0.2473,0.0629,-0.0468,0.1195,0.3554,0.5125,0.2121,0.32,0.1364,0.1399,0.9897,0.043,0.8235,0.1087,-0.4713,0.2083,-0.04,-0.4141,0.2549,-0.3245,0.1185,0,0,0,0,0,0,0,0,0,
483,MSC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
484,MCC,,-0.1061,0.0655,0.2,-0.0411,0.058,-0.1786,0.2444,0,-0.069,0.0902,-0.0221,0.1333,-0.25,0.039,0.4,-0.127,-0.0735,0.2035,-0.2207,0.0069,0.0435,-0.31,-0.1837,-0.02,0.1364,-0.1941,0,0,0,0,0,0,0,0,0,
485,MCF,,-0.0126,0.1439,0.0373,-0.0429,-0.0541,-0.241,0.1747,-0.0778,0.1043,0.0516,-0.1622,0.2671,0.058,-0.0548,0.1061,0.1478,0.1058,-0.2,0.2871,-0.1441,-0.0484,-0.1143,-0.1358,0,0,0,0,0,0,0,0,0,0,0,0,
486,MCO,,-0.05,-0.2308,-0.037,0.2857,-0.2222,-0.1,-0.1667,-0.1628,0.0488,0,0.1389,0.2,0.4286,-0.125,-0.3143,-0.125,0.3793,-0.2927,0.025,-0.1489,-0.0208,0,-0.5429,0,-0.3636,-0.0462,-0.0699,-0.0606,0.5591,0.1239,0.13,0.0417,-0.3379,0.2288,-0.7256,
487,MDC,,0.0328,-0.2375,-0.0361,-0.0235,0.0119,-0.2632,0.027,0.0571,0.05,0.1111,-0.2373,0.4048,0,-0.1765,-0.0727,0.1579,-0.05,-0.1736,0.0083,0.2766,-0.06,-0.2806,-0.0211,-0.0533,-0.1429,0.0294,-0.0556,0.0056,-0.2284,0,0,0,0,0,0,
488,MEC,,-0.1111,-0.122,-0.2407,0.0189,-0.0536,-0.0175,-0.1618,0.193,-0.0952,0.1053,-0.1739,0.1897,0.1154,-0.0189,0,0.359,-0.2041,-0.3,-0.1026,0.5918,-0.3194,-0.1,-0.36,-0.2284,-0.325,-0.1398,0.213,-0.3817,0.1171,0.5136,0.2222,-0.0055,-0.4661,1.3219,-0.6158,
489,MHL,,-0.2143,0.0769,0.4444,-0.1176,-0.15,0.1765,-0.3929,0.0633,0.1286,0,-0.375,0,0,0,0.0874,0.1196,0.2603,0.1061,-0.431,-0.2109,-0.1967,-0.0368,-0.0355,-0.0619,-0.4459,0.2633,0.1538,0.4054,0,0,0,0,0,0,0,
490,MIM,,0,-0.5469,0.1852,0,-0.1,0,0.4286,-0.0667,-0.1,-0.0385,0.3,-0.1837,-0.2794,0.0462,-0.0972,0.0746,-0.1184,-0.038,0.1791,-0.2386,-0.2072,-0.075,-0.3333,-0.1,-0.322,0,0,0,0,0,0,0,0,0,0,
491,MLS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
492,MKV,,-0.1129,0.0973,-0.1032,0.3846,0.0833,0.0244,-0.18,0.2048,-0.0978,0.011,-0.3893,0.8171,0.1389,-0.0886,0.3621,-0.0169,-0.2532,0.2154,0.2264,-0.209,-0.0694,-0.191,-0.5899,-0.5651,-0.2758,2.4623,0.7928,-0.1328,0.024,0.2376,0.2949,-0.4834,0,0,0,
493,MNC,,-0.0959,0.1774,-0.0313,-0.2471,0.0366,-0.0465,-0.2321,-0.145,-0.0076,0.2222,-0.0769,0.4625,0.2698,0.8529,0.0968,0.069,-0.0333,-0.2308,0.0541,0.0278,-0.2174,0.2105,-0.4328,0,0,0,0,0,0,0,0,0,0,0,0,
494,MPT,,0,-0.5118,-0.2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
495,MST,,0.1111,-0.1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
496,NAG,,-0.1667,0.0189,0.1277,-0.0784,-0.1207,-0.1077,0.0484,-0.2439,0.5185,-0.129,0.1698,0.8276,0.5263,-0.1739,-0.1154,-0.3158,0.1176,-0.1905,0.3125,-0.1351,-0.3273,-0.3125,-0.1837,-0.125,-0.1765,-0.0216,0.1393,-0.1586,0,0,0,0,0,0,0,
497,NBC,,0.1967,-0.1159,0.1129,-0.1143,-0.1026,-0.4179,0.0229,0.1102,0.0085,0.17,-0.2806,0.3365,0.1304,-0.3381,0.0692,0.1504,-0.0088,-0.4031,0.1235,0.3077,0.0744,-0.0692,-0.6486,0.1935,-0.1268,-0.1858,-0.0763,0.1741,-0.0243,0.0987,0.4259,-0.2486,-0.4935,1.1067,-0.5879,
498,NBP,,-0.0571,-0.1206,0.118,0.1788,-0.0258,-0.0988,-0.1179,0.1538,-0.0117,-0.0116,0.0298,0,0.2086,-0.1775,0.2901,-0.0224,-0.1355,0.0333,0.0638,-0.0473,-0.1084,0.1773,-0.3054,-0.0098,-0.1961,0.0282,-0.0815,0.1297,-0.3949,0,0,0,0,0,0,
499,NDF,,-0.3182,-0.3714,0.3462,-0.1613,-0.0313,-0.4921,-0.3,-0.5652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
500,NDN,,0,-0.0361,-0.0879,-0.2778,-0.0597,0.0388,-0.2951,0.0339,0.475,0.1111,-0.0182,0.375,0.0811,0.2333,0.0909,0.2791,-0.3768,-0.2418,-0.0521,0.0667,0.0588,-0.0957,0,0,0,0,0,0,0,0,0,0,0,0,0,
501,NDX,,-0.0492,0.3556,0.0345,-0.0745,-0.0408,0.1667,0.05,-0.2,0.5873,-0.1818,0.1,-0.3694,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
502,NET,,-0.4175,0.2651,0.2981,0.0137,0.2683,0.0324,0.0146,0.1276,-0.0967,-0.1848,-0.4359,0.0734,0.2004,0.1378,0.0284,0.0211,-0.013,0.1631,-0.1126,0.2433,-0.1176,-0.5211,-0.1608,0.0444,0,0,0,0,0,0,0,0,0,0,0,
