No,Ticker,R4_2016,R3_2016,R2_2016,R1_2016,R4_2015,R3_2015,R2_2015,R1_2015,R4_2014,R3_2014,R2_2014,R1_2014,R4_2013,R3_2013,R2_2013,R1_2013,R4_2012,R3_2012,R2_2012,R1_2012,R4_2011,R3_2011,R2_2011,R1_2011,R4_2010,R3_2010,R2_2010,R1_2010,R4_2009,R3_2009,R2_2009,R1_2009,R4_2008,R3_2008,R2_2008,R1_2008
338,ASA,-0.0706,-0.1139,-0.0621,0.0621,-0.1413,-0.0872,-0.0098,-0.198,-0.2791,-0.1077,0.0179,-0.0129,0,0,0.0235,0.0363,0.024,0.0062,-0.0243,,,,,,,,,,,,,,,,,
339,ATS,0.0767,-0.0332,-0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,B82,-0.058,-0.0177,-0.0569,-0.0766,-0.0918,-0.0714,-0.0458,0.0244,0.058,-0.1128,-0.0617,0.1335,-0.0253,0.0253,0,0.1079,-0.1079,0.0969,-0.1343,0.1624,-0.1461,-0.0652,-0.0926,-0.0616,-0.0382,-0.1379,-0.0775,0.0243,-0.1145,0.3721,0.0851,0.0233,-0.0423,0.0223,-0.2844,
341,BBS,0.0205,-0.0089,-0.0728,0.0583,0.0144,-0.0116,-0.1192,0.1107,0.0085,-0.1148,0.1264,-0.1175,0.2544,0.0696,0.0447,0.027,0,-0.027,0.0215,0,0.0168,-0.0435,-0.1897,-0.1114,-0.03,-0.0458,-0.0149,-0.0439,-0.0873,0.2403,0.124,0.0828,-0.0607,0.0038,-0.1192,-0.2041
342,BCC,0.014,-0.0483,0.1059,-0.0128,-0.0448,0,-0.0778,0.0169,0.112,0.2585,0.049,0.0267,0.0918,0,0.0086,0.0269,0.0593,-0.0948,-0.0084,0.1845,-0.0813,0,-0.1354,-0.1494,-0.0369,-0.1262,-0.076,0.0261,-0.1398,0.0251,0.1684,0.0077,-0.0843,0.0401,-0.1619,-0.1614
343,BDB,0.1803,0.0401,0.1022,-0.0807,0.0074,0.0076,0.0077,0,-0.0442,-0.0527,0.0669,0.0147,0.0559,-0.0848,-0.0827,0,0.0177,0,0.0939,0.2319,-0.1675,-0.1072,-0.0631,-0.0058,-0.084,-0.1309,0.0987,-0.0502,,,,,,,,
344,BED,-0.0046,0.1064,-0.1264,0.0796,0.1262,0.2348,-0.0716,0.0289,0.0835,-0.0613,0.0515,0.1526,-0.0223,0,0.0177,-0.0471,0.0337,-0.0172,0,-0.0246,0.004,-0.0273,0.0193,-0.0692,0.0242,-0.078,-0.0343,0.0226,-0.1072,,,,,,,
345,BHT,0.4935,-0.2185,0.0772,0.0649,-0.0884,-0.1911,-0.0215,-0.0465,0.1668,-0.0838,-0.0295,0.0778,0.1165,-0.011,-0.0314,0.0537,-0.1761,-0.1684,0.0158,-0.4219,0.0563,0.1914,-0.3751,0.2198,,,,,,,,,,,,
346,BII,-0.1691,-0.8589,0.2072,0.1016,0.1663,-0.017,-0.0764,-0.1214,0.0217,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,BKC,0.0187,-0.1761,-0.0669,0.0148,-0.0292,-0.0833,0.0088,0.1473,0.0214,0.0225,-0.173,-0.0152,0.1746,-0.1338,-0.0224,0.1936,0.1712,-0.2041,-0.2191,0.3206,-0.1362,0.017,-0.1239,-0.0963,-0.0254,-0.2169,-0.1034,0.0801,-0.1365,,,,,,,
348,BLF,0.2653,-0.0113,-0.0322,-0.1091,-0.1127,-0.0414,0.0292,-0.0292,0.0352,0.1353,-0.0969,0.0067,-0.1076,0.0813,-0.0813,0.3697,0.0817,-0.1287,-0.2083,0.2808,-0.115,0.0424,-0.1648,-0.1935,-0.08,-0.1609,0.0831,0.039,-0.1597,0.1345,0.1022,0.0467,-0.0929,-0.1056,,
349,BPC,-0.0588,0.0154,0.1597,0.0913,-0.0138,-0.0067,0.017,-0.0137,0.0278,0.0036,0.0418,-0.0418,0.1015,0.0382,0.0204,-0.0204,0.053,-0.0166,-0.0212,0.0854,-0.0476,0.0173,-0.0703,-0.1876,-0.1109,-0.0716,-0.0328,0.0286,-0.202,0.3284,,,,,,
350,BSC,0.0228,0.1954,0.0361,-0.0088,0.2798,0.0969,0.0052,0.0326,0.1156,-0.0984,0.0059,0.0182,-0.03,-0.0114,-0.0429,-0.1461,0.1311,0.0872,-0.0403,-0.0709,-0.096,0.2011,-0.1579,-0.0202,,,,,,,,,,,,
351,BST,0.0751,-0.0985,0.0099,-0.0066,0.0237,-0.0334,0.0334,0.0177,-0.0512,0.0164,-0.0164,0.1091,0.0042,0.0393,0.0746,0.028,0.0426,-0.0308,-0.1279,0.2204,-0.0353,0.0503,-0.1074,-0.1537,0.017,-0.0719,-0.0285,0.059,-0.1139,0.0414,-0.0679,0.0235,,,,
352,BTS,0,-0.0351,0.099,0.0107,0,-0.0746,-0.0942,0.0719,0.1308,0.1617,-0.0406,0.0854,0.083,-0.033,0.0565,-0.0458,0.0223,-0.2196,0.1272,0.07,-0.0414,-0.0555,-0.1461,-0.0944,0.0257,-0.1074,-0.0652,0.0145,-0.1042,0.0147,0.1657,-0.0297,-0.0611,0.0108,-0.2467,-0.1171
353,BVS,-0.0106,0.0834,0.0129,0.0594,-0.0359,-0.064,0.0308,-0.0126,-0.0092,0.0619,-0.0272,-0.0065,0.1228,0.0043,-0.0453,-0.0516,0.1284,-0.1214,-0.0891,0.1704,-0.1817,0.026,-0.061,-0.1476,0.1743,-0.2279,-0.1578,0.086,-0.3938,0.1565,0.2599,0.1493,-0.1285,-0.0728,-0.3261,-0.377
354,BXH,0.0764,0.2688,-0.0152,-0.0767,0.1377,0.0212,0.0339,0.0241,0.0126,-0.0042,0,0.0216,0.2278,0.0822,-0.0348,0,0.1139,-0.07,-0.3147,-0.1864,-0.0029,0.1467,-0.0675,-0.0615,-0.0565,-0.249,0.1215,0.0753,,,,,,,,
355,C92,0.0348,0,0,0.0774,-0.0582,0.3275,0.1009,-0.0846,0,0.0532,-0.0632,-0.0345,0.1806,-0.0045,0,0.0428,0.1761,-0.2322,0.0089,0.1543,-0.1452,-0.0179,-0.1183,-0.1266,-0.3449,0.1541,0.1303,0.0706,-0.2761,0.2561,0.2727,-0.0223,-0.0719,-0.0387,-0.3563,-0.4362
356,CAN,-0.0491,-0.019,-0.0014,-0.077,0.1637,-0.0586,-0.0365,0.0028,0.0508,-0.0937,0.1001,0.0889,0.0637,-0.0537,-0.0989,0.0147,0.0862,-0.1553,-0.0328,0.153,-0.0428,0.1702,-0.1004,-0.0489,-0.0018,-0.0438,0.2235,0.0572,-0.1196,0.1016,,,,,,
357,CAP,0.0355,-0.1303,-0.1396,0.1396,0.1265,0.0611,-0.0363,0.0136,0.0688,0.0267,-0.0699,0.0089,0.0697,0.0463,-0.4523,0.2436,0.184,0.0131,-0.2149,0.3797,0.017,-0.017,-0.081,0.0189,-0.0792,-0.0139,0.0605,0.0651,-0.17,0.1374,0.23,-0.0081,-0.1456,-0.1088,-0.0045,-0.2518
358,CCM,0,0.0399,-0.1438,0.0981,-0.0768,0,-0.3071,-0.1356,0.1168,0.4647,0.0348,0.0418,0.0374,0.0458,-0.0501,0.0312,-0.0312,-0.1096,0.0421,0.2795,-0.237,0.0041,-0.267,-0.1565,-0.0356,-0.3253,0.1347,0.1563,-0.2374,0.2231,0.0485,0.0761,-0.2035,,,
359,CEO,0.0798,0.0374,-0.0414,-0.1289,-0.0446,0.0813,0.0297,0.0469,-0.1735,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,CJC,0,0.1432,-0.0476,-0.0038,-0.0344,0.141,0.1217,-0.0353,-0.0489,0.0314,-0.0242,0.0539,-0.0466,0.0719,-0.0682,0.1845,0.0115,-0.0869,-0.0187,0.1027,-0.0142,0.0442,-0.1549,-0.0414,-0.0212,-0.0789,-0.0681,0.0634,-0.0843,0.1215,0.0877,-0.0202,0.0414,-0.0212,-0.1357,-0.2614
361,CKV,-0.0378,-0.0263,-0.0608,0.0414,0.0027,0.0584,-0.0031,0.1291,0.1032,-0.1276,0.0202,0.0767,0.0694,-0.0594,0.0594,0,-0.0226,0,-0.0055,0.1549,-0.058,-0.2507,-0.04,-0.0302,0.0479,-0.1973,-0.0068,,,,,,,,,
362,CMC,-0.0086,-0.0084,0.0726,-0.0098,0.0404,-0.0862,0,0,-0.0414,0.0683,-0.1474,0.1035,0.1032,0,0.033,0.0746,-0.0389,-0.128,-0.0761,-0.058,-0.215,-0.0722,-0.0238,-0.166,0.0115,-0.2609,-0.0736,0.3915,-0.1883,0.2128,0.333,-0.0772,-0.1589,-0.1521,-0.1559,-0.528
363,CMI,-0.0792,0.0792,-0.0687,0.0813,-0.2206,0.0319,-0.128,-0.0326,-0.0303,-0.0053,-0.0835,0.1457,0.2577,0.3178,-0.083,-0.1823,-0.0414,-0.1927,0.3233,0.1761,-0.1836,-0.0561,-0.115,-0.253,-0.0726,-0.2098,,,,,,,,,,
364,CMS,-0.0083,-0.1208,-0.058,0,-0.0969,-0.0086,-0.0669,0.0037,-0.025,0.0716,-0.0429,0.0075,0.0479,-0.0286,0.008,0.0334,0.0132,-0.0814,0.0726,-0.0458,-0.0378,-0.0177,-0.1045,-0.0539,,,,,,,,,,,,
365,CPC,0.0854,0.0253,0.0376,-0.0022,0.0044,-0.0358,0.0314,-0.0645,-0.0147,0.0792,0.0177,0,0.1434,-0.0031,-0.0062,0.0319,0.0454,-0.018,-0.0404,0.1217,0,0.0043,-0.1943,-0.0638,0.0244,-0.1422,-0.0142,0.1392,,,,,,,,
366,CSC,0.2469,-0.0481,0.0305,0.0267,-0.1125,0.0047,-0.0642,0.1751,0.0221,0.1826,-0.3297,0.2571,0.142,-0.0058,0.0058,-0.0594,0,-0.0949,-0.1637,0.14,-0.074,-0.1739,0.0223,-0.0201,-0.0436,-0.2016,-0.0687,0.1076,,,,,,,,
367,CT6,-0.0948,-0.1955,-0.0512,0,0.0248,-0.0248,-0.028,0.0185,0.083,-0.033,-0.1032,0.2612,-0.0223,-0.0852,-0.1052,0.0934,0.03,-0.058,-0.2492,0.198,0.0352,-0.0721,-0.1227,-0.0322,-0.0553,-0.1565,,,,,,,,,,
368,CTA,0.0263,-0.2583,-0.1058,0.0119,0.0792,-0.0414,-0.115,0.0424,-0.0621,0.1217,-0.102,0.1283,0.1249,-0.0512,-0.1127,-0.0894,0.0207,-0.0862,-0.0492,0.1684,-0.0923,-0.0439,-0.1925,-0.2154,-0.0963,,,,,,,,,,,
369,CTB,0.0495,-0.027,-0.0341,0.0014,-0.0549,0.0193,-0.0243,0.0657,-0.0669,0.0389,0.1213,0.0678,0.068,-0.0073,0,-0.0119,0.121,-0.0414,0,-0.1549,0.0637,0.0509,-0.071,-0.0129,0.0376,-0.0522,0.0253,-0.0492,-0.0407,0.1009,0.2072,-0.0312,-0.0322,-0.058,-0.2208,-0.1815
370,CTC,-0.028,-0.1432,-0.0506,0.1135,0.0292,-0.0348,0.1068,0.0072,-0.0607,-0.0245,-0.0505,0.0107,0.0835,0.0272,0.029,0,-0.0359,0.0069,-0.0941,0.0803,-0.0512,0.0248,-0.1452,-0.0637,-0.0889,-0.396,0.3277,0.1693,-0.1496,-0.0929,0.2762,-0.0458,0,-0.3127,,
371,CTP,-0.0035,-0.0332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,CTS,0.0699,-0.0068,-0.0327,0,-0.0185,-0.0772,0.048,-0.0429,-0.0391,0.0391,-0.0151,0.0932,0.0659,-0.0472,-0.0126,-0.0525,0.0983,-0.1249,-0.0757,0.2007,-0.0458,-0.0062,-0.0678,-0.0938,0.0586,-0.1888,-0.1025,-0.0049,-0.1561,-0.0931,,,,,,
373,CTT,0.0726,-0.0781,0.0716,-0.0128,-0.0642,-0.0837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,CTX,0.0185,-0.046,-0.0372,-0.0524,0.0181,0.134,0.2765,-0.1032,0.1032,0.0107,-0.0607,0.1005,-0.0175,-0.0057,-0.0326,0.0678,-0.0518,-0.0837,,,,,,,,,,,,,,,,,,
375,CVN,0.1597,-0.0235,-0.083,0.0193,-0.0193,0.083,-0.0435,-0.1249,0.0322,-0.0322,-0.0442,0.0764,0.1597,-0.1065,-0.2915,-0.0872,-0.0305,-0.1687,-0.3909,-0.0862,-0.0547,-0.0934,0.3118,-0.1896,-0.0694,,,,,,,,,,,
376,CVT,0.0128,0.1127,0.1088,0.0907,-0.0486,0.0207,-0.0475,-0.0034,0.0247,0.1505,-0.0051,0.1466,0.1621,-0.03,0.0098,0.0202,0,-0.0669,-0.126,0.1982,-0.0721,-0.0174,-0.1249,-0.174,0.0152,-0.1487,-0.2842,0.521,,,,,,,,
377,CX8,0.0253,0,0.0506,-0.0191,0.1489,-0.0193,0.0535,0.0219,-0.0074,0.1176,-0.0458,0.1192,0.1027,0,-0.0792,0.0248,0.013,-0.1891,0.0086,-0.0719,0.0896,-0.2632,-0.1347,-0.1139,-0.0764,-0.1353,,,,,,,,,,
378,D11,0.0043,0,0.0132,-0.0467,-0.1249,0.028,0.0164,-0.0066,0.0714,-0.03,-0.028,0.0138,0.029,-0.1116,0.0522,0.0864,-0.0454,-0.1502,-0.1526,0.2585,-0.0576,-0.264,-0.1534,,,,,,,,,,,,,
379,DAD,-0.0331,-0.0215,0.0215,-0.0192,-0.0339,0.0506,0.0251,0.0078,-0.045,-0.0024,0.0553,0.0109,0.014,0.0707,0.0846,0.0517,0.1027,-0.044,0.0326,0.0414,0,0.0389,-0.0571,-0.1453,-0.0167,-0.1361,0.0786,0.0146,-0.1332,,,,,,,
380,DAE,0.0026,0.0158,0.0164,0.0348,-0.0375,0.0084,-0.0326,-0.0103,-0.0175,0.0124,-0.0197,0.0512,0.1142,0.0368,0.0402,-0.0441,0.1027,-0.0325,0.0473,0.0645,-0.0114,0.054,-0.0651,-0.0891,-0.0663,-0.1288,0.0205,0.0184,-0.1265,0.0468,0.1293,0.0891,-0.1096,-0.0259,-0.1612,-0.3617
381,DBC,-0.0551,0.0376,0.0676,0.0116,0.0211,0.0508,-0.0477,-0.0168,-0.0162,0.1421,-0.0099,-0.0284,0.1292,-0.0217,0,-0.0908,0.0255,-0.004,-0.0234,0.1695,-0.0324,0.0924,-0.0544,-0.1882,-0.1736,-0.1365,0.0608,0.1239,-0.127,0.1674,0.1634,0.077,-0.1424,0.0154,-0.124,
382,DBT,-0.1154,0.019,0.0779,-0.0051,-0.0706,0.0044,-0.0214,0.0084,0.0948,-0.3354,0.0878,0.0137,0.0173,0.0404,-0.0156,0.0761,0.1209,0.0136,-0.0294,0.0212,0,-0.0389,-0.0894,-0.062,0.0106,-0.0831,0.0323,-0.0079,-0.1808,,,,,,,
383,DC2,-0.0693,0.1725,0.033,0.0116,-0.0229,0.1761,-0.1165,0.0691,-0.2097,0.0923,-0.0734,-0.1793,-0.0367,0.1058,-0.0561,0.0637,-0.0076,-0.1342,-0.0662,0.0946,-0.0339,0.0223,-0.1799,-0.1324,-0.0646,-0.3244,,,,,,,,,,
384,DC4,0.0909,-0.0175,0.0296,0.0062,0,-0.0241,-0.0446,0,0.0107,-0.0364,0.0204,0.027,0.1139,-0.0479,-0.1424,0.1556,0.0205,-0.0527,-0.0687,0.0446,-0.0339,0.0055,-0.0891,-0.1305,-0.0289,-0.2249,-0.0338,-0.065,-0.1534,0.3158,0.077,0.0602,,,,
385,DCS,-0.1249,-0.121,0.0497,0.0272,-0.0138,-0.0859,-0.0217,-0.0774,-0.058,0,-0.0077,0.1431,0.1656,0.0158,-0.0458,-0.1249,0.0706,-0.1675,-0.1335,0.2197,-0.2385,0.0062,-0.1677,-0.1603,-0.0699,-0.1686,-0.2623,0.4836,-0.158,0.344,0.2484,-0.0766,-0.054,-0.0958,-0.1821,-0.4377
386,DGC,-0.083,0.0395,-0.0251,-0.0489,0.1337,0.1179,-0.0859,-0.0151,-0.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,DGL,-0.0969,0.0044,-0.0183,-0.0145,0.0851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,DHP,0.0128,-0.0492,-0.0442,0.1344,-0.0277,0.0325,-0.0325,0.0325,0,0.0147,0.005,0.0537,0.0613,-0.0378,0.0444,,,,,,,,,,,,,,,,,,,,,
389,DHT,0.0765,-0.0384,0.1242,0.0565,0.0478,0.0185,-0.0185,-0.0064,-0.0163,0.0899,0.0123,0.0477,0.0458,0.0218,0.0251,-0.0021,-0.1549,0.0231,-0.1146,-0.0316,-0.0326,0.1663,-0.0534,-0.0826,-0.1757,-0.0345,0.2539,0.1291,-0.1191,0.0716,0.1506,-0.0187,,,,
390,DID,0.0355,0.0593,-0.0774,-0.0258,-0.0164,0.0164,0,0.0084,0.0086,0,-0.0334,-0.008,0.0414,0,-0.017,0.0258,0.0181,-0.0988,-0.143,0.1656,-0.1603,0.0109,-0.098,-0.1442,-0.1249,-0.119,-0.1213,0.1747,,,,,,,,
391,DIH,-0.028,-0.0177,-0.0212,0.1074,-0.0156,-0.0437,-0.0046,0.0139,-0.0047,0,-0.0568,0.0297,-0.013,-0.0778,-0.1389,0.0492,0.1938,-0.1146,-0.0554,0.1229,0.0082,-0.1155,-0.0988,,,,,,,,,,,,,
392,DL1,-0.0597,0.145,0.021,0.0043,0,-0.0334,0.0744,-0.0366,0.0512,-0.0049,-0.0097,0.0348,0.1761,-0.1326,0.042,-0.0588,-0.0662,0.0193,-0.1008,-0.0229,-0.1221,0.0201,0.0399,-0.0572,-0.0797,-0.1057,-0.0601,,,,,,,,,
393,DLR,0.0093,0.2156,0.0158,-0.4551,0.2098,-0.0393,0.2536,-0.0147,-0.028,-0.0067,-0.0444,0.1091,-0.0442,-0.0138,-0.0969,-0.016,-0.0352,-0.037,-0.1963,0.0669,-0.1489,0.0071,-0.1337,-0.0895,0.2047,-0.3391,,,,,,,,,,
394,DNC,-0.0549,0.0891,0.2498,0.0414,0.1051,-0.0055,0.0224,-0.0515,-0.0529,0.2041,0.088,0.0881,0.1472,-0.1735,-0.0248,0,-0.0325,0.0625,0.1181,0.028,0.1549,-0.1963,-0.1891,-0.1646,0.0559,-0.108,0.0378,0.0262,,,,,,,,
395,DNM,0.0071,-0.0085,0.0014,0.029,0.0152,-0.0932,-0.016,0.0248,-0.0367,0.0644,-0.0415,-0.0229,0.1826,0.0781,0.0175,0.0182,0.2384,-0.0421,0.0302,-0.041,-0.0472,-0.0126,-0.0661,,,,,,,,,,,,,
396,DNP,-0.1096,0.0495,-0.2175,0.301,-0.0358,0.1071,0.035,-0.1041,-0.0519,0.1395,-0.092,0.1113,0.0114,0,-0.0142,0.0201,0.0059,0.078,-0.2697,0.1056,0.1535,0.2336,-0.0661,-0.2349,-0.0203,-0.2132,-0.0103,0.1295,-0.2527,0.322,,,,,,
397,CDN,0.0016,0.0273,-0.0223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,DNY,0.0805,-0.2071,0.0474,0.2019,-0.0258,-0.0833,0.0669,0.0248,-0.0248,-0.0529,-0.072,0.0313,-0.077,-0.0212,-0.0251,0.0686,0.0955,-0.2275,-0.0627,-0.1231,-0.0082,-0.0236,-0.046,-0.0699,0.018,-0.1502,,,,,,,,,,
399,DPC,0.0297,0.0687,-0.0357,0.2576,0.0669,-0.0969,0.1481,0.1072,-0.1072,0.0969,0.0068,-0.0235,-0.0375,-0.1058,0.2065,0.0076,0.0039,-0.0442,-0.0172,0.0812,0.0124,-0.1035,-0.0224,-0.1123,-0.0166,-0.1209,-0.0305,0.1445,-0.1669,0.1928,,,,,,
400,DPS,-0.1761,-0.3947,-0.0128,-0.1524,-0.0619,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,DST,-0.1874,0.1509,-0.166,0.1626,0.4183,-0.0414,-0.0231,-0.0723,0.4465,-0.088,0.0621,0.0258,0.009,-0.0263,0.0544,0.1091,0.0669,-0.1249,-0.0969,0.1427,-0.0669,0.0435,-0.1445,-0.1565,0,-0.2894,-0.0311,0.2237,-0.1226,0.055,0.2128,-0.0483,-0.106,-0.0344,-0.2041,-0.331
402,DXP,0.0236,-0.2214,-0.3286,0.0408,0.0169,0.0871,-0.0122,0.0726,-0.0408,0.0474,-0.0801,-0.0055,0.0206,0.0381,-0.1183,0.1647,0.1246,0.0256,0,0,-0.0114,-0.0294,-0.246,-0.0042,0.0172,-0.0649,-0.0498,0.0054,-0.109,0.2587,,,,,,
403,DZM,0.0969,-0.0221,0.264,0.008,0.0792,-0.095,0.0322,0.0348,0,-0.0263,-0.0848,0.1796,0.0943,-0.1047,-0.0669,-0.1091,0.0751,-0.2202,-0.2078,0.1885,-0.2717,-0.2817,-0.0694,0.0219,0.2322,-0.2674,-0.1522,0.1511,-0.0794,0.0904,,,,,,
404,E1SSHN30,0,0,0,0,0.0223,0,0.0092,0.0142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,EBS,0.0152,0.0158,-0.0209,0.0051,0.0105,0,-0.0404,0.0147,0.0101,0.0544,-0.0694,0,0.0694,0.0058,-0.055,0.0158,0.0452,-0.0059,-0.0229,0.1139,-0.0348,-0.0132,-0.0252,-0.103,-0.0711,-0.23,-0.0544,0.1924,-0.3252,0.135,0.1583,0.0488,-0.0843,-0.0963,-0.1661,-0.4308
406,ECI,-0.0265,-0.0458,0.0655,-0.0197,-0.034,0.0182,-0.1326,-0.0201,-0.0108,0.0921,-0.0835,-0.1239,0.3457,0.0663,0.0351,0.0092,-0.0358,0.0266,-0.0045,0.1498,-0.0483,0.1565,-0.2051,-0.112,-0.1761,-0.0879,0.219,0.0371,-0.0779,0.0818,,,,,,
407,EFI,,0,-0.0277,0.0109,-0.0369,0.0102,0,0.1114,0,0.0205,-0.0997,0.0288,0.0925,-0.0073,-0.0607,0.0465,0.052,-0.1047,-0.0843,0.197,-0.0458,-0.0072,-0.1123,-0.0936,-0.0462,-0.2081,-0.2214,0.1147,,,,,,,,
408,EID,0.0029,0.0059,0.0338,-0.0126,0.0094,0.0194,-0.0098,0.0479,-0.0348,0.0348,0.0036,-0.1063,0.1365,0.0815,0.0047,0.04,0.0053,-0.0307,0.0202,0.0792,-0.03,0.0177,-0.0458,-0.1222,-0.0502,-0.1549,-0.1406,0.128,-0.237,,,,,,,
409,FDT,0,0.0669,-0.0669,0.1127,0,0.0131,0.0661,-0.0711,0,-0.0316,-0.003,-0.1796,0.1982,-0.0334,-0.031,0.1402,0.0561,0.1088,-0.0914,-0.028,-0.053,,,,,,,,,,,,,,,
410,FID,-0.5082,-0.3158,-0.0512,0.0659,0.0231,-0.0792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,DP3,0.028,-0.0029,0.1034,0.1644,-0.1302,0.0392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,G20,-0.0817,-0.3072,0.0062,-0.0894,-0.0245,-0.1017,-0.0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,GLT,0.1609,-0.2162,0.219,0.1083,-0.0591,0.1213,0.0192,0.0224,0,0.0384,0.0259,-0.0131,0.0378,0.0572,0.0164,0.0276,0.0145,-0.1785,-0.0634,0.217,-0.0204,0.0033,-0.1893,-0.0999,-0.0119,-0.1544,-0.163,0.0792,,,,,,,,
414,GMX,0.0081,0.0868,0.0354,0.0942,-0.0027,0.0054,0.0902,0.0312,0.0742,-0.0406,-0.1121,0.12,-0.0985,0.0607,-0.0348,-0.0414,0.0872,0.0229,-0.041,-0.0897,0.0555,,,,,,,,,,,,,,,
415,HAD,-0.0706,-0.0274,-0.0088,0.0862,-0.0094,-0.068,-0.0088,0.0458,0.0533,0.0011,-0.0337,0.0197,0.0107,0.047,0.0499,-0.0389,0.1549,0.009,-0.1012,0.1293,-0.0423,-0.0754,-0.0865,-0.0414,0.0077,-0.0281,-0.0244,0.057,-0.1635,,,,,,,
416,HAT,-0.1869,0.2113,0.0331,-0.1106,-0.0243,0.014,-0.0223,0.0114,0.0117,0.093,0.0039,-0.0098,0.2076,0.1032,-0.0286,0.0593,0.0129,-0.0065,-0.0251,0.1103,-0.0229,-0.0514,0.0273,-0.0983,-0.0817,,,,,,,,,,,
417,HBE,0.2482,0.0685,0.0446,-0.18,0.1354,0.0943,-0.1805,0,0.0458,0.03,-0.0669,-0.0341,0.043,0.0685,0.1357,-0.0669,-0.1883,0.0422,0.1461,0.0969,-0.058,-0.0859,-0.0524,-0.1627,-0.0571,-0.1495,-0.0084,0.0867,-0.1761,0.0537,0.1224,-0.0293,-0.0093,-0.0312,-0.3759,
418,HBS,-0.1007,0.031,-0.1249,-0.0458,-0.0607,0,-0.0448,-0.0559,0.0231,0.008,-0.06,0.0934,0.0969,-0.0314,0.0102,-0.1549,-0.0607,-0.1105,-0.0592,-0.1437,-0.018,0.0272,-0.0272,-0.0339,0.028,-0.1563,,,,,,,,,,
419,HCC,0.0262,-0.107,0.1222,0.0706,-0.0947,0.1153,0.118,0.1308,0.058,0.0536,-0.0297,0.0615,0.0193,-0.1311,0.0037,0.015,0.0526,-0.041,-0.0686,0.0765,-0.0595,-0.3986,-0.0123,-0.1049,0.0021,0.0544,-0.0403,0.108,-0.0737,0.3143,0.0896,0.0444,-0.0982,0.0538,-0.0969,-0.3468
420,HCT,-0.0038,0.0313,-0.012,0.0458,-0.0214,-0.0437,0.0739,-0.0888,0.0799,-0.0799,-0.0144,0.1168,0.1807,0.0365,-0.0503,0.0138,0.0365,-0.0435,-0.0395,-0.1056,-0.0555,0.1938,-0.1895,-0.1116,-0.0718,-0.3166,-0.0069,0.3235,-0.1809,0.1294,0.1513,0.03,-0.1383,0,-0.331,-0.3082
421,HDA,-0.0404,-0.1052,0.0076,0.0943,0.0366,-0.0584,0.1553,0.0757,-0.1171,0.0202,-0.0082,-0.057,0.1673,0.074,-0.0687,0.0053,0,-0.0158,-0.0102,0.0594,-0.0492,-0.1621,-0.2658,-0.037,,,,,,,,,,,,
422,HDO,-0.2167,0.0669,-0.0969,0,0.1761,-0.1461,0.0158,0.0164,-0.1165,-0.0248,-0.0772,0.0772,0.0792,-0.1139,-0.1165,-0.0706,0.0378,-0.2725,-0.1633,0.3372,-0.0802,0,-0.4093,0.1216,-0.0942,-0.2175,0.3199,,,,,,,,,
423,HEV,0.0203,0.0852,0,-0.0177,-0.0137,0.0314,0.0185,-0.0632,-0.0129,-0.0032,0.043,-0.0398,0.0875,0.0322,-0.1383,-0.0322,0.1919,-0.0256,0.0481,0.0386,0.0207,0,-0.05,-0.0893,-0.0805,-0.0969,-0.0151,0.0723,-0.1531,0.1332,0.0928,0.0212,-0.1276,0.0082,-0.1338,-0.296
424,HGM,-0.0142,-0.0831,0.1321,0,-0.0468,0.0314,-0.0815,-0.0887,0.0792,-0.0405,-0.0631,0.0372,-0.0343,-0.06,-0.1872,0.0469,0.0043,-0.0136,-0.0838,0.0291,0.0074,0.0426,0.0362,-0.0353,0.0226,-0.0105,0.041,0.1795,,,,,,,,
425,HHC,0.1549,0.009,-0.0777,-0.0473,0.0428,-0.0276,-0.0097,-0.0162,0.0107,0.0458,-0.0375,0.0737,0.1802,0.0126,-0.0506,0.1349,-0.0607,0.0366,-0.1722,0.1663,0,0.0621,-0.0956,-0.1707,-0.1222,-0.2458,-0.0766,0.4843,-0.1294,0.086,0.2106,-0.0115,-0.0848,-0.038,-0.1412,-0.228
426,HHG,0.0802,-0.1612,0.1079,-0.0474,-0.0648,-0.021,0.1115,0.0053,0.0334,0.2123,0.0095,0.1761,0.03,-0.0969,0.0256,-0.013,0.1698,-0.1296,-0.0272,-0.0378,-0.0235,0.0116,-0.1642,-0.1652,-0.1277,-0.1678,,,,,,,,,,
